incident_num,defendant_id,incident_date,arraignment_date,preAct164,charge,num_charges,felony,expungable,any_bail,bail_amount,bail_types,num_conditions,did_not_appear,prior_appearences,def_gender,def_race,judge_id,,,
18BU025570,Defendant817,2018-11-03,2018-12-13,0,Unlawful Mischief (Misdemeanor),1,0,1,1,100,Bail,1,1,1,Male,White,Judge10,,,
18BU025909,Defendant8,2018-11-07,2018-12-13,0,Driving Under The Influence; Criminal Refusal,1,0,0,0,0,No Bail,1,0,0,Female,White,Judge10,,,
18BU026327,Defendant423,2018-11-15,2018-12-13,0,Unlawful Mischief (Misdemeanor),2,0,1,0,0,No Bail,1,0,0,Male,White,Judge10,,,
18BU027969,Defendant388,2018-12-07,2018-12-13,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,3,0,0,Male,White,Judge10,,,
18BU028370,Defendant775,2018-12-12,2018-12-13,0,Lewd And Lascivious Conduct,1,1,0,0,0,No Bail,1,0,3,Male,White,Judge10,,,
18BU026005,Defendant619,2018-10-29,2018-12-18,0,Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor),2,0,1,0,0,No Bail,2,0,2,Male,White,Judge7,,,
18BU028412,Defendant497,2018-12-13,2018-12-18,0,Violation Of An Abuse Prevention Order,1,0,0,0,0,No Bail,4,0,0,Male,Black,Judge7,,,
18BU027562,Defendant193,2018-12-01,2018-12-18,0,Retail Theft (Misd),1,0,1,0,0,No Bail,3,0,0,Male,White,Judge7,,,
18BU026369,Defendant659,2018-11-19,2018-12-20,0,Retail Theft (Misd),1,0,1,0,0,No Bail,,0,0,Male,White,Judge7,,,
18BU027604,Defendant538,2018-12-02,2018-12-20,0,Driving Under The Influence, First Offense,1,0,0,0,0,No Bail,3,0,0,Male,White,Judge7,,
18BU018789,Defendant1022,2018-08-18,2018-12-20,0,Driving Under The Influence, First Offense,1,0,0,0,0,No Bail,2,0,0,Female,White,Judge7,,
18BU026549,Defendant1019,2018-11-18,2018-12-20,0,Resisting Arrest,2,0,1,1,100,Bail,1,1,0,Male,White,Judge7,,,
18BU022890,Defendant543,2018-12-11,2018-12-20,0,Drugs - Cocaine, Sale <2.5 Gm,2,1,0,0,0,No Bail,3,0,0,Male,Black,Judge7,,
18WS007836,Defendant182,2018-12-21,2018-12-24,0,Drugs - Heroin, Possession 1+ Grams,1,1,0,1,3000,Bail,3,0,0,Male,Black,Judge10,,
18BU028863,Defendant977,2018-12-18,2018-12-27,0,Retail Theft (Misd),1,0,1,0,0,No Bail,3,0,2,Male,White,Judge7,,,
18BU029110,Defendant144,2018-12-22,2018-12-27,0,Unlawful Mischief (Misdemeanor),3,0,1,1,200,Bail,1,1,2,Male,Black,Judge7,,,
18BU027920,Defendant569,2018-12-06,2018-12-27,0,Violation Of Conditions Of Release (Other),1,0,0,0,0,No Bail,1,1,2,Female,White,Judge7,,,
18BU027187,Defendant43,2018-11-26,2018-12-27,0,Unlawful Restraint - 2nd Degree,3,1,0,0,0,No Bail,5,0,0,Female,White,Judge7,,,
18BU027187,Defendant313,2018-11-26,2018-12-27,0,Simple Assault,3,0,1,0,0,No Bail,5,0,1,Male,White,Judge7,,,
18BU029361,Defendant640,2018-12-27,2018-12-27,0,Violation Of Conditions Of Release (Travel, Curfew, Or Contact),1,0,0,1,1000,Bail,1,1,1,Male,Hispanic,Judge7,
18BU025826,Defendant1046,2018-12-04,2019-01-03,0,Credit Card/ATM Fraud,5,0,0,0,0,No Bail,1,0,0,Male,White,Judge14,,,
18BU028382,Defendant948,2018-12-17,2019-01-03,0,Simple Assault,1,0,1,0,0,No Bail,4,0,1,Male,White,Judge14,,,
18BU028211,Defendant277,2018-12-10,2019-01-03,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,3,0,0,Female,White,Judge14,,,
18BU027298,Defendant793,2018-12-06,2019-01-03,0,Credit Card/ATM Fraud,4,0,0,0,0,No Bail,1,0,0,Male,White,Judge14,,,
18BU027515,Defendant909,2018-12-01,2019-01-03,0,Simple Assault,2,0,1,0,0,No Bail,1,0,2,Male,White,Judge14,,,
18BU025461,Defendant170,2018-11-01,2019-01-03,0,Disorderly Conduct - All Other,1,0,1,1,100,Bail,1,1,2,Female,White,Judge14,,,
18BU028769,Defendant263,2018-12-13,2019-01-03,0,Disorderly Conduct By Phone Or Electronic Communication,1,0,1,0,0,No Bail,1,1,0,Female,White,Judge14,,,
19BU00085,Defendant939,2019-01-03,2019-01-04,0,Assault And Robbery,8,1,0,1,25000,Bail,5,0,0,Male,White,Judge10,,,
18BU019688,Defendant95,2018-08-29,2019-01-08,0,Failure To Return A Rented Or Leased Motor Vehicle,1,0,,0,0,No Bail,3,0,0,Male,White,Judge7,,,
18BU028372,Defendant107,2018-12-12,2019-01-08,0,Aggravated Assault,1,1,0,0,0,No Bail,6,0,0,Male,White,Judge7,,,
19BU000622,Defendant327,2019-01-09,2019-01-10,0,Domestic Assault,3,0,0,0,0,No Bail,4,0,0,Male,White,Judge10,,,
18BU028291,Defendant291,2018-12-17,2019-01-10,0,Simple Assault,1,0,1,0,0,No Bail,4,0,1,Male,White,Judge10,,,
18BU028549,Defendant714,2018-12-14,2019-01-10,0,Retail Theft (Misd),1,0,1,0,0,No Bail,1,0,2,Female,White,Judge10,,,
18BU028291,Defendant403,2018-12-17,2019-01-11,0,Simple Assault,1,0,1,0,0,No Bail,4,0,0,Male,White,Judge10,,,
19BU000046,Defendant947,2019-01-01,2019-01-15,0,Leaving Scene Of An Accident,2,0,1,0,0,No Bail,1,0,1,Female,White,Judge12,,,
18BU028776,Defendant686,2018-12-17,2019-01-15,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,0,0,Female,White,Judge12,,,
17BU018832,Defendant270,2017-07-25,2019-01-15,0,Leaving Scene Of An Accident,1,0,1,0,0,No Bail,1,1,3,Female,Black,Judge10,,,
19BU000950,Defendant659,2019-01-14,2019-01-15,0,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,0,1,Male,White,Judge12,,,
19a300252,Defendant351,2019-01-14,2019-01-15,0,Fugitive From Justice (Arrest Prior To Requisition),5,1,0,1,25000,Bail,3,0,1,Male,Black,Judge12,,,
18BU029555,Defendant111,2018-12-30,2019-01-17,0,Domestic Assault - 2nd Degree Aggravated,1,1,0,0,0,No Bail,4,0,0,Male,White,Judge7,,,
18BU029404,Defendant342,2018-12-27,2019-01-17,0,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,1,2,Female,White,Judge7,,,
18BU029469,Defendant1034,2018-12-28,2019-01-17,0,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,0,0,Male,White,Judge7,,,
19BU000959,Defendant1048,2019-01-18,2019-01-22,0,Obstruction Of Justice,2,1,0,1,5000,Bail,5,0,0,Male,White,Judge10,,,
19SB000708,Defendant775,2019-01-19,2019-01-22,0,Lewd And Lascivious Conduct,1,1,0,1,1000,Bail,5,0,5,Male,White,Judge10,,,
19SB000682,Defendant875,2019-01-18,2019-01-22,0,Retail Theft (Misd),2,0,1,0,0,No Bail,3,0,3,Male,White,Judge10,,,
19SB000683,Defendant615,2019-01-18,2019-01-22,0,Retail Theft (Misd),1,0,1,0,0,No Bail,4,0,3,Male,White,Judge10,,,
18BU029357,Defendant235,2018-12-26,2019-01-24,0,Retail Theft (Misd),1,0,1,0,0,No Bail,3,0,1,Male,White,Judge7,,,
19BU000131,Defendant40,2019-01-02,2019-01-24,0,Credit Card/ATM Fraud,2,0,0,0,0,No Bail,3,0,0,Female,White,Judge7,,,
19BU000165,Defendant464,2019-01-03,2019-01-24,0,Identity Theft,3,1,0,0,0,No Bail,1,1,0,Female,White,Judge7,,,
18BU029357,Defendant323,2019-01-04,2019-01-24,0,Retail Theft (Misd),1,0,1,0,0,No Bail,,0,0,Female,White,Judge7,,,
18BU029406,Defendant509,2018-12-27,2019-01-24,0,Grand Larceny,6,1,0,1,5000,Bail,1,1,0,Male,White,Judge7,,,
19BU001882,Defendant646,2019-01-27,2019-01-28,0,Leaving Scene Of An Accident,2,0,1,0,0,No Bail,3,0,0,Male,Black,Judge10,,,
19BU001874,Defendant907,2019-01-27,2019-01-28,0,Burglary,1,1,0,0,0,No Bail,3,0,0,Female,White,Judge10,,,
19BU002003,Defendant907,2019-01-29,2019-01-29,0,Petit Larceny From A Building/Residence/Structure,2,0,1,0,0,No Bail,3,0,1,Female,White,Judge10,,,
19BU002225,Defendant674,2019-01-31,2019-02-01,0,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,3,0,0,Male,White,Judge10,,,
19BU002432,Defendant732,2019-02-04,2019-02-04,0,Drugs - Marijuana, Possession Or Cultivation 1 Pound + Or >10 Plants,1,1,0,0,0,No Bail,3,0,0,Male,Black,Judge10,,
19BU002356,Defendant674,2019-02-02,2019-02-04,0,Assault On A Law Enforcement Officer (Misdemeanor),6,0,0,0,0,No Bail,4,0,1,Male,White,Judge10,,,
19BU001426,Defendant649,2019-01-21,2019-02-05,0,Violation Of An Abuse Prevention Order,2,0,0,0,0,No Bail,4,0,4,Male,Black,Judge7,,,
19BU001440,Defendant13,2019-01-22,2019-02-05,0,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,1,2,Male,White,Judge7,,,
18BU027391,Defendant621,2018-11-29,2019-02-07,0,Retail Theft (Misd),1,0,1,1,100,Bail,1,1,1,Female,White,Judge10,,,
18BU018255,Defendant32,2018-08-12,2019-02-07,0,Burglary,1,1,0,1,10000,Bail,3,0,2,Male,White,Judge10,,,
19BU002690,Defendant907,2019-02-07,2019-02-07,0,Domestic Assault,2,0,0,0,0,No Bail,3,0,2,Female,White,Judge10,,,
19BU002830,Defendant859,2019-02-08,2019-02-11,0,Domestic Assault,1,0,0,0,0,No Bail,4,0,0,Male,Asian,Judge10,,,
19BU001321,Defendant928,2019-01-19,2019-02-12,0,Domestic Assault - 2nd Degree Aggravated,1,1,0,1,10000,Bail,,0,13,Male,White,Judge12,,,
19BU001299,Defendant27,2019-01-19,2019-02-12,0,Leaving Scene Of An Accident,1,0,1,0,0,No Bail,4,0,0,Male,White,Judge12,,,
19BU002925,Defendant97,2019-02-10,2019-02-13,0,Domestic Assault - 2nd Degree Aggravated,2,1,0,0,0,No Bail,5,0,0,Male,Black,Judge12,,,
18BU015997,Defendant400,2018-07-19,2019-02-21,0,Retail Theft (Misd),2,0,1,0,0,No Bail,3,0,2,Female,White,Judge7,,,
18BU029154,Defendant1023,2018-12-22,2019-02-21,0,Leaving Scene Of An Accident,1,0,1,0,0,No Bail,1,1,0,Male,White,Judge7,,,
18BU02941,Defendant588,2019-01-31,2019-02-21,0,Petit Larceny Other,1,0,1,0,0,No Bail,3,0,0,Male,White,Judge7,,,
19BU002400,Defendant477,2019-02-03,2019-02-21,0,Unlawful Trespass (Misdemeanor),2,0,1,0,0,No Bail,1,1,0,Male,White,Judge7,,,
19BU002307,Defendant419,2019-02-02,2019-02-21,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge7,,,
19BU003902,Defendant437,2019-02-23,2019-02-25,0,Unlawful Trespass (Felony),2,1,0,1,100,Bail,4,0,1,Female,White,Judge10,,,
19BU003936,Defendant651,2019-02-24,2019-02-25,0,Sexual Assault,2,1,0,0,0,No Bail,3,0,2,Male,White,Judge10,,,
18BU022006,Defendant776,2018-09-16,2019-02-26,0,Drugs - Cocaine, Sale <2.5 Gm,6,1,0,0,0,No Bail,3,0,0,Male,Black,Judge12,,
19BU004046,Defendant506,2019-02-26,2019-02-27,0,Violation Of An Abuse Prevention Order,2,0,0,0,0,No Bail,5,0,1,Male,Black,Judge12,,,
19BU02297,Defendant410,2019-02-01,2019-02-28,0,Violation Of Conditions Of Release (Other),1,0,0,0,0,No Bail,1,0,1,Female,White,Judge10,,,
19BU002630,Defendant953,2019-02-06,2019-02-28,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge10,,,
18BU020441,Defendant167,2018-09-05,2019-02-28,0,Driving With A Criminally Suspended License,3,0,1,0,0,No Bail,1,0,1,Female,White,Judge10,,,
19BU004173,Defendant116,2019-02-28,2019-03-01,0,Operation Without Consent - Aggravated,4,1,0,1,5000,Bail,4,0,1,Male,White,Judge12,,,
19BU004509,Defendant1045,2019-03-05,2019-03-06,0,Resisting Arrest,2,0,1,0,0,No Bail,1,0,0,Male,Black,Judge12,,,
19BU004501,Defendant621,2019-03-05,2019-03-06,0,Retail Theft (Misd),1,0,1,0,0,No Bail,,0,2,Female,White,Judge12,,,
19BU004394,Defendant650,2019-03-03,2019-03-07,0,Drugs - Cocaine, Possession  >2.5 Gm,1,1,0,1,1000,Bail,1,1,1,Male,White,Judge10,,
18BU029002,Defendant165,2018-12-20,2019-03-07,0,Stolen Property Receiving (Possession Of) Stolen Property (Felony),2,1,0,0,0,No Bail,1,0,0,Male,White,Judge10,,,
19BU003354,Defendant1056,2019-02-16,2019-03-07,0,Disorderly Conduct - Aggravated,2,0,1,1,200,Bail,1,1,0,Male,Black,Judge10,,,
19BU002933,Defendant659,2019-02-10,2019-03-07,0,Disorderly Conduct - All Other,1,0,1,1,100,Bail,1,1,4,Male,White,Judge10,,,
18BU007958,Defendant531,2018-05-05,2019-03-07,0,Drugs - Cocaine, Sale <2.5 Gm,2,1,0,0,0,No Bail,3,0,0,Male,Black,Judge10,,
18BU023851,Defendant1013,2018-10-12,2019-03-12,0,Domestic Assault,7,0,0,0,0,Remanded,5,0,0,Female,White,Judge12,,,
19BU005003,Defendant1006,2019-03-12,2019-03-13,0,Assault With Bodily Fluids (Misdemeanor),2,0,1,0,0,No Bail,3,0,2,Female,White,Judge12,,,
19BU005015,Defendant819,2019-03-12,2019-03-13,0,Burglary,3,1,0,1,3500,Bail,1,0,0,Male,White,Judge12,,,
19BU004738,Defendant739,2019-03-08,2019-03-13,0,Attempts (Felony),3,1,0,0,0,Remanded,1,0,0,Male,Black,Judge12,,,
19BU005162,Defendant615,2019-03-15,2019-03-15,0,Eluding A Police Officer While Operating In Grossly Negligent Manner - Felony,4,1,0,1,500,Bail,,0,4,Male,White,Judge10,,,
18BU025918,Defendant439,2018-11-08,2019-03-19,0,Unlawful Mischief (Misdemeanor),1,0,1,0,0,No Bail,1,0,0,Male,White,Judge10,,,
19BU005603,Defendant144,2019-03-21,2019-03-21,0,Unlawful Trespass (Felony),2,1,0,0,0,No Bail,3,0,3,Male,Black,Judge10,,,
19BU005615,Defendant477,2019-03-21,2019-03-21,0,Unlawful Trespass (Misdemeanor),2,0,1,0,0,No Bail,1,0,1,Male,White,Judge10,,,
19BU002539,Defendant174,2019-02-04,2019-03-21,0,Retail Theft (Misd),1,0,1,1,200,Bail,1,1,0,Female,White,Judge10,,,
19BU002158,Defendant247,2019-01-31,2019-03-21,0,Driving Under The Influence; Second And Subsequent Offense,1,0,0,0,0,No Bail,4,0,0,Male,White,Judge10,,,
19BU004277,Defendant971,2019-03-01,2019-03-21,0,Driving Under The Influence; Second And Subsequent Offense,1,0,0,0,0,No Bail,4,0,0,Male,White,Judge10,,,
19BU005150,Defendant322,2019-03-14,2019-03-21,0,Aggravated Assault,2,1,0,0,0,No Bail,1,1,0,Male,White,Judge10,,,
19BU005693,Defendant801,2019-03-22,2019-03-22,0,Escape,3,1,0,0,0,No Bail,,0,0,Male,White,Judge16,,,
19BU002936,Defendant1006,2019-02-10,2019-03-26,0,Assault On A Law Enforcement Officer (Misdemeanor),2,0,0,1,200,Bail,1,1,4,Female,White,Judge10,,,
19BU002955,Defendant360,2019-03-26,2019-03-26,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,0,0,Female,White,Judge10,,,
18BU004215,Defendant258,2019-02-26,2019-03-26,0,Disorderly Conduct - All Other,1,0,1,1,100,Bail,1,1,1,Female,White,Judge10,,,
19BU005944,Defendant182,2019-03-26,2019-03-26,0,Domestic Assault,1,0,0,0,0,No Bail,5,0,1,Male,Black,Judge10,,,
19BU005799,Defendant880,2019-03-23,2019-03-27,0,Assault On A Law Enforcement Officer (Misdemeanor),2,0,0,0,0,No Bail,,0,3,Male,Black,Judge12,,,
19BU002540,Defendant615,2019-03-03,2019-03-28,0,Retail Theft (Misd),8,0,1,0,0,No Bail,3,0,5,Male,White,Judge10,,,
19BU004896,Defendant415,2019-03-11,2019-03-28,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,1,Male,White,Judge10,,,
19BU003251,Defendant300,2019-02-15,2019-03-28,0,Leaving Scene Of An Accident,1,0,1,0,0,No Bail,1,0,0,Female,White,Judge10,,,
19BU006063,Defendant622,2019-03-27,2019-03-28,0,Stalking - Aggravated,2,1,0,0,0,No Bail,4,0,0,Male,White,Judge10,,,
19 BU006411,Defendant626,2019-03-31,2019-04-01,0,Unlawful Mischief (Misdemeanor),2,0,1,0,0,No Bail,3,0,0,Male,White,Judge10,,,
19BU003558,Defendant47,2019-02-19,2019-04-02,0,Driving Under The Influence; Second And Subsequent Offense,2,0,0,0,0,No Bail,3,0,1,Male,White,Judge7,,,
19BU004770,Defendant503,2019-03-09,2019-04-04,0,Retail Theft (Misd),1,0,1,0,0,No Bail,3,0,2,Female,White,Judge14,,,
19BU004714,Defendant961,2019-03-08,2019-04-04,0,Unlawful Trespass (Misdemeanor),2,0,1,1,200,Bail,1,1,0,Male,White,Judge14,,,
18BU020344,Defendant709,2018-09-11,2019-04-04,0,Burglary,1,1,0,1,300,Bail,1,1,0,Male,White,Judge14,,,
19BU005152,Defendant894,2019-03-14,2019-04-04,0,Drugs - Depressant, Stimulant, And Narcotic Possession Misdemeanor,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge14,
19BU005335,Defendant366,2019-03-17,2019-04-04,0,Leaving Scene Of An Accident,1,0,1,0,0,No Bail,1,0,0,Female,Black,Judge14,,,
19BU005729,Defendant103,2019-03-22,2019-04-09,0,Violation Of An Abuse Prevention Order,1,0,0,0,0,No Bail,1,1,0,Male,White,Judge7,,,
19BU005736,Defendant503,2019-03-22,2019-04-09,0,Retail Theft (Misd),1,0,1,0,0,No Bail,1,1,3,Female,White,Judge7,,,
19BU005526,Defendant926,2019-03-19,2019-04-09,0,Driving Under The Influence, First Offense,1,0,0,0,0,No Bail,4,0,0,Male,White,Judge7,,
19BU006852,Defendant934,2019-04-06,2019-04-09,0,Assault And Robbery,1,1,0,0,0,No Bail,4,0,0,Female,White,Judge7,,,
19BU004587,Defendant588,2019-03-07,2019-04-11,0,Resisting Arrest,2,0,1,1,500,Bail,1,1,2,Male,White,Judge12,,,
19BU005377,Defendant982,2019-03-07,2019-04-11,0,Forgery/Counterfeit,1,1,0,0,0,No Bail,1,0,1,Male,Black,Judge12,,,
18BU019334,Defendant762,2018-08-24,2019-04-11,0,Disorderly Conduct - All Other,1,0,1,1,200,Bail,1,1,1,Male,White,Judge12,,,
19BU007221,Defendant648,2019-04-12,2019-04-15,0,Domestic Assault - 1st Degree Aggravated,5,1,0,0,0,Remanded,,0,0,Male,Black,Judge1,,,
19BU004694,Defendant914,2019-03-01,2019-04-15,0,Sexual Assault,1,1,0,0,0,No Bail,3,0,0,Male,Asian,Judge7,,,
19BU007444,Defendant217,2019-04-15,2019-04-16,0,Theft Of Services (Misdemeanor),1,0,1,0,0,No Bail,3,0,0,Female,White,Judge7,,,
19BU006490,Defendant659,2019-04-02,2019-04-16,0,Unlawful Mischief (Misdemeanor),1,0,1,1,200,Bail,1,1,7,Male,White,Judge7,,,
19BU006237,Defendant235,2019-03-29,2019-04-18,0,Violation Of Conditions Of Release (Other),1,0,0,0,0,No Bail,1,0,2,Male,White,Judge1,,,
19BU005384,Defendant467,2019-03-18,2019-04-18,0,Disorderly Conduct By Phone Or Electronic Communication,1,0,1,0,0,No Bail,4,0,0,Male,Black,Judge1,,,
19BU007507,Defendant519,2019-04-16,2019-04-22,0,Accessory After The Fact,1,1,0,1,25000,Bail,,0,0,Female,Black,Judge7,,,
19BU007768,Defendant1008,2019-04-19,2019-04-23,0,Operation Without Consent,2,0,1,1,50,Bail,3,0,0,Male,White,Judge12,,,
19BU006477,Defendant316,2019-04-01,2019-04-23,0,Simple Assault,2,0,1,1,5000,Bail,1,1,1,Male,Black,Judge9,,,
19BU007308,Defendant105,2019-04-13,2019-04-24,0,Unlawful Trespass (Felony),1,1,0,0,0,No Bail,4,0,2,Female,White,Judge12,,,
19BU007470,Defendant493,2019-04-18,2019-04-24,0,False Information To A Police Officer,1,0,1,0,0,No Bail,5,0,0,Male,Black,Judge12,,,
19BU005799,Defendant880,2019-03-23,2019-04-24,0,Assault On A Law Enforcement Officer (Misdemeanor),2,0,0,0,0,No Bail,1,0,4,Male,Black,Judge12,,,
19BU006279,Defendant407,2019-03-30,2019-04-25,0,Driving Under The Influence, First Offense,1,0,0,0,0,No Bail,1,0,0,Male,White,Judge14,,
19BU005674,Defendant466,2019-03-21,2019-04-25,0,False Information To A Police Officer,1,0,1,0,0,No Bail,2,0,1,Female,White,Judge14,,,
19BU008208,Defendant461,2019-04-26,2019-04-29,0,Domestic Assault,1,0,0,0,0,No Bail,5,0,0,Male,White,Judge14,,,
19BU006753,Defendant67,2019-04-05,2019-04-30,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge7,,,
19BU004933,Defendant415,2019-03-11,2019-04-30,0,Disorderly Conduct - All Other,1,0,1,1,50,Bail,1,1,2,Male,White,Judge7,,,
19BU004350,Defendant573,2019-03-03,2019-04-30,0,Driving Under The Influence; Second And Subsequent Offense,1,0,0,0,0,No Bail,3,0,0,Female,White,Judge7,,,
19BU000460,Defendant268,2019-01-18,2019-04-30,0,Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor),1,0,1,1,200,Bail,,1,6,Male,White,Judge7,,,
19BU006556,Defendant697,2019-05-02,2019-05-02,0,Unlawful Trespass (Misdemeanor),1,0,1,1,100,Bail,1,1,3,Male,Black,Judge14,,,
19BU006373,Defendant849,2019-03-31,2019-05-02,0,Unlawful Mischief (Misdemeanor),2,0,1,0,0,No Bail,1,0,1,Female,White,Judge14,,,
19BU005150,Defendant322,2019-03-14,2019-05-03,0,Aggravated Assault,1,1,0,0,0,No Bail,4,0,1,Male,White,Judge14,,,
19BU008722,Defendant418,2019-05-03,2019-05-06,0,Unlawful Trespass (Misdemeanor),2,0,1,0,0,No Bail,3,0,1,Female,White,Judge10,,,
19BU008783,Defendant64,2019-05-04,2019-05-06,0,Violation Of An Abuse Prevention Order,2,0,0,0,0,No Bail,5,0,3,Male,White,Judge10,,,
19BU008733,Defendant17,2019-05-04,2019-05-06,0,Aggravated Assault,1,1,0,0,0,No Bail,4,0,0,Male,White,Judge10,,,
19BU009012,Defendant415,2019-05-07,2019-05-08,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,4,0,3,Male,White,Judge7,,,
18BU027212,Defendant1056,2018-11-27,2019-05-09,0,Simple Assault,4,0,1,1,200,Bail,1,1,1,Male,Black,Judge10,,,
19BU007223,Defendant76,2019-04-18,2019-05-09,0,False Information To A Police Officer,1,0,1,0,0,No Bail,1,0,1,Male,White,Judge10,,,
19BU009256,Defendant834,2019-05-10,2019-05-10,0,Escape,1,1,0,1,200,Bail,2,0,0,Male,White,Judge7,,,
19BU009292,Defendant853,2019-05-10,2019-05-13,0,Domestic Assault - 1st Degree Aggravated,3,1,0,0,0,Remanded,1,0,0,Male,White,Judge10,,,
19BU008880,Defendant964,2019-05-06,2019-05-13,0,Assault And Robbery,2,1,0,1,5000,Bail,6,0,2,Male,White,Judge10,,,
18BU013159,Defendant11,2018-06-18,2019-05-15,0,Unlawful Mischief (Misdemeanor),1,0,1,1,200,Bail,1,1,2,Male,White,Judge7,,,
19BU008455,Defendant1021,2019-04-30,2019-05-15,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,1,1,Male,White,Judge7,,,
19BU008239,Defendant563,2019-04-27,2019-05-15,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,1,0,Male,White,Judge7,,,
19BU006549,Defendant713,2019-04-02,2019-05-15,0,Retail Theft (Misd),1,0,1,0,0,No Bail,1,0,0,Female,White,Judge7,,,
19BU008345,Defendant317,2019-04-28,2019-05-16,0,Driving Under The Influence, First Offense,1,0,0,0,0,No Bail,1,1,0,Male,White,Judge10,,
19BU008260,Defendant963,2019-04-27,2019-05-16,0,Drugs - Methamphetamine, Possession >2.5 Gm,5,1,0,0,0,No Bail,1,1,1,Male,White,Judge10,,
19BU002552,Defendant572,2019-02-06,2019-05-16,0,Identity Theft,2,1,0,0,0,No Bail,3,0,0,Male,White,Judge10,,,
19BU007431,Defendant840,2019-04-15,2019-05-16,0,Leaving Scene Of An Accident,1,0,1,0,0,No Bail,4,0,1,Male,White,Judge10,,,
19BU008382,Defendant988,2019-04-29,2019-05-16,0,Driving Under The Influence, First Offense,1,0,0,0,0,No Bail,1,0,0,Female,White,Judge10,,
19BU009572,Defendant116,2019-05-14,2019-05-16,0,Violation Of Conditions Of Release (Other),1,0,0,1,200,Bail,1,1,2,Male,White,Judge10,,,
18BU005974,Defendant828,2018-03-22,2019-05-21,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,,0,0,Male,White,Judge10,,,
19BU008260,Defendant963,2019-04-27,2019-05-21,0,Retail Theft (Misd),1,0,1,1,200,Bail,1,1,2,Male,White,Judge10,,,
18BU002314,Defendant462,2018-01-31,2019-05-21,0,Driving With A Criminally Suspended License,3,0,1,0,0,No Bail,1,0,4,Male,Black,Judge10,,,
19BU010030,Defendant295,2019-05-07,2019-05-21,0,Sexual Assault,2,1,0,0,0,Remanded,,0,0,Male,White,Judge10,,,
19BU008069,Defendant418,2019-04-25,2019-05-23,0,Retail Theft (Misd),6,0,1,1,200,Bail,1,1,3,Female,White,Judge10,,,
19BU008034,Defendant590,2019-04-24,2019-05-23,0,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,,0,2,Female,White,Judge10,,,
19BU009109,Defendant845,2019-05-08,2019-05-23,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge10,,,
18BU012363,Defendant536,2018-06-09,2019-05-23,0,Burglary,2,1,0,0,0,No Bail,1,1,8,Male,White,Judge10,,,
19BU007782,Defendant189,2019-04-20,2019-05-23,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge10,,,
19BU007955,Defendant1049,2019-04-23,2019-05-23,0,Violation Of An Abuse Prevention Order,1,0,0,0,0,No Bail,6,0,1,Male,Black,Judge10,,,
19BU008512,Defendant110,2019-04-30,2019-05-23,0,Credit Card/ATM Fraud,1,0,0,0,0,No Bail,2,0,0,Male,White,Judge10,,,
19BU009357,Defendant959,2019-05-11,2019-05-23,0,Retail Theft (Misd),1,0,1,0,0,No Bail,1,1,0,Male,White,Judge10,,,
19BU010164,Defendant316,2019-05-21,2019-05-23,0,Aggravated Assault,4,1,0,0,0,Remanded,3,0,5,Male,Black,Judge15,,,
N/A,Defendant224,2007-01-01,2017-09-12,1,Drugs - Cocaine, Sale >2.5 Gm,1,1,0,1,5000,Bail,3,0,0,Male,Black,Judge10,,
17BU022858,Defendant454,2017-09-01,2017-09-14,1,Domestic Assault,2,0,0,1,1000,Bail,5,0,0,Male,White,Judge2,,,
17BU022180,Defendant240,2017-08-25,2017-09-14,1,Driving Under The Influence, First Offense,1,0,0,0,0,No Bail,1,0,0,Male,White,Judge2,,
17BU024674,Defendant155,2017-09-20,2017-10-01,1,Violation Of Conditions Of Release (Travel, Curfew, Or Contact),1,0,0,0,0,No Bail,3,0,0,Male,White,Judge14,
