incident_num,defendant_id,incident_date,arraignment_date,preAct164,charge,num_charges,felony,expungable,any_bail,bail_amount,bail_types,num_conditions,did_not_appear,prior_appearences,def_gender,def_race,judge_id,,,
18BU015691,Defendant406,2018-07-16,2018-07-31,0,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,1,2,Male,White,Judge14,,,
18BU014906,Defendant786,2018-07-06,2018-07-31,0,Negligent Operation,1,0,1,0,0,No Bail,3,0,0,Male,White,Judge14,,,
18BU017190,Defendant179,2018-08-27,2018-08-01,0,Driving Under The Influence, First Offense,1,0,0,0,0,No Bail,1,0,4,Male,White,Judge14,,
18BU015605,Defendant130,2018-07-15,2018-08-02,0,Simple Assault,1,0,1,0,0,No Bail,3,0,1,Male,Black,Judge2,,,
18BU017117,Defendant904,2018-08-03,2018-08-03,0,Violation Of An Abuse Prevention Order,2,0,0,0,0,No Bail,5,0,6,Female,White,Judge14,,,
18BU017400,Defendant254,2018-08-02,2018-08-03,0,Assault On A Law Enforcement Officer (Misdemeanor),2,0,0,0,0,No Bail,4,0,0,Male,Black,Judge14,,,
18BU017515,Defendant276,2018-08-03,2018-08-06,0,Simple Assault,3,0,1,0,0,Remanded,1,0,12,Male,Black,Judge14,,,
18BU017545,Defendant928,2018-08-04,2018-08-06,0,Assault And Robbery,1,1,0,0,0,Remanded,1,0,6,Male,White,Judge14,,,
18BU014148,Defendant415,2018-06-06,2018-08-07,0,Assault With Bodily Fluids (Misdemeanor),1,0,1,0,0,No Bail,3,0,0,Male,White,Judge14,,,
18BU016477,Defendant272,2018-07-24,2018-08-07,0,False Information To A Police Officer,1,0,1,0,0,No Bail,2,0,1,Male,Black,Judge14,,,
18BU015536,Defendant633,2018-07-14,2018-08-07,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge14,,,
18BU017961,Defendant917,2018-08-08,2018-08-09,0,Aggravated Assault,4,1,0,0,0,No Bail,4,0,1,Male,White,Judge10,,,
18BU017681,Defendant246,2018-07-31,2018-08-09,0,Driving With A Criminally Suspended License,2,0,1,0,0,No Bail,3,0,0,Female,White,Judge10,,,
18BU017425,Defendant518,2018-08-03,2018-08-09,0,Violation Of Conditions Of Release (Travel, Curfew, Or Contact),1,0,0,0,0,No Bail,4,0,4,Male,Asian,Judge10,
18BU017867,Defendant64,2018-08-07,2018-08-09,0,Violation Of An Abuse Prevention Order,1,0,0,0,0,No Bail,4,0,0,Male,White,Judge10,,,
18BU017926,Defendant535,2018-08-08,2018-08-09,0,Simple Assault,1,0,1,0,0,No Bail,4,0,0,Male,White,Judge10,,,
18BU018159,Defendant350,2018-08-22,2018-08-13,0,Violation Of An Abuse Prevention Order,1,0,0,0,0,No Bail,3,0,0,Male,White,Judge12,,,
18BU017316,Defendant1030,2018-08-01,2018-08-14,0,Aggravated Assault,2,1,0,0,0,Remanded,1,0,0,Male,Black,Judge10,,,
18BU015272,Defendant928,2018-06-11,2018-08-14,0,Unlawful Trespass (Misdemeanor),1,0,1,0,0,Remanded,4,0,7,Male,White,Judge10,,,
18BU015545,Defendant301,2018-07-14,2018-08-14,0,Simple Assault,2,0,1,0,0,No Bail,5,0,0,Female,White,Judge10,,,
18BU018358,Defendant457,2018-08-13,2018-08-14,0,Domestic Assault,1,0,0,0,0,No Bail,6,0,0,Male,White,Judge10,,,
18BU018568,Defendant150,2018-08-16,2018-08-17,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,1,1,Male,White,Judge10,,,
18BU018693,Defendant675,2018-08-17,2018-08-17,0,Simple Assault,1,0,1,1,200,Bail,5,0,1,Male,White,Judge10,,,
18BU018697,Defendant663,2018-08-17,2018-08-20,0,Violation Of Conditions Of Release (Other),1,0,0,0,0,No Bail,1,0,3,Male,White,Judge14,,,
18BU017517,Defendant58,2018-08-03,2018-08-21,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,1,3,Male,White,Judge12,,,
18BU012079,Defendant984,2018-06-01,2018-08-23,0,Credit Card/ATM Fraud,5,0,0,0,0,No Bail,1,0,1,Male,White,Judge14,,,
18BU016519,Defendant333,2018-07-25,2018-08-23,0,Simple Assault,1,0,1,0,0,No Bail,3,0,0,Female,White,Judge14,,,
18BU016444,Defendant565,2018-08-23,2018-08-23,0,Petit Larceny Other,1,0,1,0,0,No Bail,3,0,0,Male,Black,Judge14,,,
18BU015053,Defendant381,2018-07-08,2018-08-23,0,Vulnerable Adults Abuse Of Vulnerable Adult,2,0,1,0,0,No Bail,1,0,0,Male,White,Judge14,,,
18BU018587,Defendant345,2018-08-16,2018-08-28,0,Cruelty To Children Under 10 By One Over 16,2,0,0,0,0,No Bail,1,1,0,Female,White,Judge10,,,
18BU017555,Defendant228,2018-08-03,2018-08-30,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,1,1,Male,Black,Judge12,,,
18BU014608,Defendant863,2018-08-09,2018-08-30,0,Simple Assault,1,0,1,0,0,No Bail,2,0,0,Female,White,Judge12,,,
18BU018051,Defendant185,2018-08-09,2018-08-30,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge12,,,
18BU019018,Defendant829,2018-08-22,2018-08-30,0,Assault On A Law Enforcement Officer (Misdemeanor),1,0,0,0,0,No Bail,1,1,0,Female,White,Judge12,,,
18BU018353,Defendant71,2018-08-28,2018-08-30,0,Fugitive From Justice (Arrest Prior To Requisition),1,1,0,1,50000,Bail,,0,0,Male,Black,Judge12,,,
18BU014444,Defendant355,2018-07-02,2018-09-04,0,Burglary,3,1,0,0,0,No Bail,4,0,4,Male,White,Judge14,,,
18BU020238,Defendant897,2018-09-03,2018-09-04,0,Unlawful Restraint - 2nd Degree,3,1,0,1,1000,Bail,5,0,0,Male,White,Judge14,,,
18BU020057,Defendant513,2018-09-03,2018-09-04,0,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,0,2,Female,White,Judge14,,,
18BU020372,Defendant886,2018-09-05,2018-09-05,0,Driving Under The Influence, First Offense,1,0,0,0,0,No Bail,,0,0,Female,White,Judge7,,
18BU020415,Defendant861,2018-09-05,2018-09-06,0,Violation Of An Abuse Prevention Order,1,0,0,0,0,No Bail,,0,1,Female,White,Judge7,,,
18BU020080,Defendant760,2018-09-01,2018-09-06,0,Violation Of Conditions Of Release (Other),2,0,0,1,100,Bail,1,1,3,Male,White,Judge7,,,
18BU018549,Defendant707,2018-08-16,2018-09-06,0,Domestic Assault - 1st Degree Aggravated,1,1,0,0,0,No Bail,3,0,0,Male,White,Judge7,,,
18BU016489,Defendant964,2018-07-24,2018-09-06,0,Assault And Robbery,1,1,0,1,5000,Bail,6,0,1,Male,White,Judge7,,,
18BU019047,Defendant64,2018-08-21,2018-09-06,0,Violation Of An Abuse Prevention Order,2,0,0,0,0,No Bail,1,0,1,Male,White,Judge7,,,
18BU018892,Defendant824,2018-08-12,2018-09-06,0,Driving Under The Influence, First Offense,2,0,0,0,0,No Bail,4,0,0,Male,White,Judge7,,
18BU018413,Defendant842,2018-08-11,2018-09-11,0,Simple Assault,1,0,1,0,0,No Bail,3,0,1,Female,White,Judge7,,,
18BU020876,Defendant946,2018-09-10,2018-09-11,0,Violation Of Conditions Of Release (Other),2,0,0,0,0,No Bail,3,0,2,Male,White,Judge7,,,
18WS005625,Defendant434,2018-09-11,2018-09-13,0,Aggravated Assault,2,1,0,1,7500,Bail,3,0,1,Male,Black,Judge7,,,
18BU019363,Defendant514,2018-09-06,2018-09-13,0,Domestic Assault - 1st Degree Aggravated,1,1,0,0,0,No Bail,3,0,1,Male,White,Judge7,,,
18BU021470,Defendant179,2018-09-16,2018-09-17,0,Domestic Assault,1,0,0,0,0,No Bail,5,0,5,Male,White,Judge7,,,
18BU019830,Defendant483,2018-09-19,2018-09-18,0,Drugs - Cocaine, Possession  >2.5 Gm,1,1,0,0,0,No Bail,1,0,0,Male,Black,Judge10,,
18BU010329,Defendant555,2018-05-17,2018-09-20,0,Leaving Scene Of An Accident,1,0,1,1,50,Bail,1,1,0,Female,White,Judge10,,,
18BU021826,Defendant536,2018-09-19,2018-09-20,0,Burglary,1,1,0,0,0,No Bail,1,0,4,Male,White,Judge10,,,
18BU021490,Defendant875,2018-09-16,2018-09-20,0,Simple Assault,3,0,1,1,200,Bail,1,1,0,Male,White,Judge10,,,
18BU022054,Defendant372,2018-09-22,2018-09-22,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,0,Male,Black,Judge10,,,
18BU020561,Defendant771,2018-09-07,2018-09-25,0,Unlawful Mischief (Misdemeanor),1,0,1,0,0,No Bail,1,0,0,Male,White,Judge9,,,
18BU018996,Defendant290,2018-08-20,2018-09-25,0,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,1,0,Male,White,Judge9,,,
18BU022345,Defendant728,2018-09-25,2018-09-25,0,Unlawful Trespass (Felony),1,1,0,0,0,No Bail,3,0,0,Male,White,Judge9,,,
18BU019018,Defendant829,2018-08-21,2018-09-25,0,Assault On A Law Enforcement Officer (Misdemeanor),1,0,0,0,0,No Bail,1,0,1,Female,White,Judge9,,,
18BU022317,Defendant326,2018-09-24,2018-09-25,0,Aggravated Assault,8,1,0,0,0,Remanded,,0,2,Male,White,Judge9,,,
18BU022317,Defendant499,2018-09-24,2018-09-27,0,Simple Assault,2,0,1,0,0,No Bail,1,1,0,Female,White,Judge12,,,
18BU021259,Defendant157,2018-09-14,2018-09-27,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge12,,,
18BU020805,Defendant1043,2018-09-09,2018-09-27,0,Driving With A Criminally Suspended License,2,0,1,0,0,No Bail,1,1,1,Male,Black,Judge12,,,
18BU020685,Defendant870,2018-09-08,2018-09-27,0,Driving Under The Influence, First Offense,3,0,0,0,0,No Bail,1,0,0,Female,White,Judge12,,
18BU020048,Defendant338,2018-09-01,2018-09-27,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,1,0,Male,White,Judge12,,,
18BU017335,Defendant639,2018-08-02,2018-09-27,0,Driving Under The Influence, First Offense,2,0,0,0,0,No Bail,5,0,0,Female,White,Judge12,,
17BU029242,Defendant29,2017-11-11,2018-09-27,0,Driving With A Criminally Suspended License,2,0,1,0,0,No Bail,1,1,2,Male,Asian,Judge12,,,
18BU022693,Defendant842,2018-09-28,2018-10-01,0,Simple Assault,1,0,1,0,0,No Bail,3,0,2,Female,White,Judge12,,,
18BU022787,Defendant176,2018-09-30,2018-10-01,0,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,0,0,Male,Black,Judge12,,,
18BU022831,Defendant597,2018-09-30,2018-10-01,0,Domestic Assault,1,0,0,0,0,No Bail,4,0,0,Female,White,Judge12,,,
18BU020780,Defendant557,2018-10-02,2018-10-02,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,0,Male,Black,Judge10,,,
18SB010716,Defendant480,2018-10-01,2018-10-02,0,Assault And Robbery,1,1,0,1,500,Bail,7,0,0,Male,White,Judge10,,,
18BU022465,Defendant556,2018-09-26,2018-10-04,0,Assault And Robbery,2,1,0,0,0,No Bail,3,0,0,Male,White,Judge10,,,
18BU022465,Defendant384,2018-10-04,2018-10-04,0,Assault And Robbery,2,1,0,0,0,No Bail,3,0,0,Male,White,Judge10,,,
18BU023298,Defendant472,2018-10-06,2018-10-08,0,Assault On A Law Enforcement Officer (Misdemeanor),2,0,0,1,200,Bail,1,1,0,Male,Black,Judge14,,,
18BU021473,Defendant617,2018-09-16,2018-10-09,0,Simple Assault,1,0,1,0,0,No Bail,3,0,0,Male,White,Judge7,,,
18BU021394,Defendant119,2018-09-15,2018-10-09,0,Credit Card/ATM Fraud,4,0,0,0,0,No Bail,4,0,1,Female,White,Judge7,,,
18BU021929,Defendant758,2018-09-21,2018-10-09,0,Unlawful Mischief (Misdemeanor),2,0,1,0,0,No Bail,1,0,0,Male,White,Judge7,,,
18BU022112,Defendant723,2018-09-22,2018-10-11,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,3,0,0,Male,White,Judge10,,,
18BU018083,Defendant1020,2018-10-11,2018-10-11,0,Petit Larceny - Shoplifting,1,0,1,1,100,Bail,1,1,0,Male,White,Judge10,,,
18BU023689,Defendant928,2018-10-10,2018-10-11,0,Violation Of Conditions Of Release (Other),2,0,0,0,0,No Bail,3,0,8,Male,White,Judge10,,,
18BU023736,Defendant504,2018-10-11,2018-10-11,0,False Pretenses,3,0,1,0,0,No Bail,4,0,0,Male,White,Judge10,,,
18BU024013,Defendant1043,2018-10-14,2018-10-15,0,Unlawful Mischief (Misdemeanor),3,0,1,0,0,No Bail,4,0,3,Male,Black,Judge7,,,
18BU022153,Defendant974,2018-09-23,2018-10-16,0,Driving Under The Influence, First Offense,1,0,0,0,0,No Bail,3,0,0,Male,Asian,Judge7,,
18BU016828,Defendant325,2018-07-28,2018-10-16,0,Driving With A Criminally Suspended License,2,0,1,0,0,No Bail,3,0,0,Male,White,Judge7,,,
18BU024242,Defendant717,2018-10-17,2018-10-18,0,Domestic Assault - 2nd Degree Aggravated,2,1,0,0,0,No Bail,6,0,0,Male,Asian,Judge7,,,
18BU022694,Defendant1018,2018-09-28,2018-10-18,0,Drugs - Cocaine, Possession  Misdemeanor,1,0,1,0,0,No Bail,1,0,1,Male,White,Judge17,,
18BU023298,Defendant472,2018-10-06,2018-10-19,0,Assault On A Law Enforcement Officer (Misdemeanor),3,0,0,0,0,No Bail,4,0,1,Male,Black,Judge7,,,
18BU024095,Defendant516,2018-10-15,2018-10-22,0,Domestic Assault - 2nd Degree Aggravated,4,1,0,1,1000,Remanded,7,0,0,Male,Black,Judge8,,,
18BU004156,Defendant711,2018-02-26,2018-10-23,0,Aggravated Assault,5,1,0,1,10000,Bail,1,0,0,Male,Black,Judge10,,,
17BU029242,Defendant29,2017-11-11,2018-10-23,0,Driving With A Criminally Suspended License,2,0,1,1,200,Bail,1,1,3,Male,Asian,Judge10,,,
18BU024689,Defendant501,2018-10-23,2018-10-24,0,Disorderly Conduct By Phone Or Electronic Communication,1,0,1,1,200,Bail,6,0,1,Male,White,Judge7,,,
18BU023249,Defendant789,2018-10-05,2018-10-25,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,4,0,2,Male,Black,Judge9,,,
18BU017929,Defendant924,2018-08-15,2018-10-25,0,Retail Theft (Misd),1,0,1,0,0,No Bail,3,0,0,Male,White,Judge9,,,
18BU020889,Defendant670,2018-09-10,2018-10-25,0,Simple Assault,1,0,1,0,0,No Bail,5,0,0,Male,White,Judge9,,,
18BU023649,Defendant726,2018-10-10,2018-10-25,0,Retail Theft (Misd),1,0,1,1,100,Bail,3,0,5,Male,White,Judge10,,,
18BU020923,Defendant133,2018-09-10,2018-10-25,0,Reckless Endangerment,1,0,0,0,0,No Bail,3,0,0,Male,White,Judge9,,,
18BU023315,Defendant798,2018-10-06,2018-10-25,0,Driving Under The Influence; Second And Subsequent Offense,1,0,0,0,0,No Bail,5,0,0,Male,Black,Judge9,,,
18BU023729,Defendant636,2018-10-11,2018-10-25,0,Uttering A Forged Instrument,1,1,0,0,0,No Bail,1,1,0,Female,White,Judge11,,,
18BU025023,Defendant666,2018-10-19,2018-10-29,0,Domestic Assault - 1st Degree Aggravated,1,1,0,0,0,No Bail,7,0,0,Male,White,Judge9,,,
18BU023701,Defendant175,2018-09-22,2018-10-30,0,Driving Under The Influence, First Offense,2,0,0,0,0,No Bail,1,0,0,Male,White,Judge12,,
18BU024761,Defendant913,2018-10-24,2018-10-30,0,Petit Larceny From A Motor Vehicle,2,0,1,0,0,No Bail,4,0,0,Male,White,Judge12,,,
18BU024921,Defendant755,2018-10-26,2018-10-30,0,Domestic Assault,1,0,0,0,0,No Bail,1,1,0,Female,White,Judge12,,,
18BU025011,Defendant442,2018-10-27,2018-10-30,0,Domestic Assault,1,0,0,0,0,No Bail,5,0,0,Male,White,Judge9,,,
18BU023872,Defendant328,2018-10-12,2018-11-01,0,Driving Under The Influence, First Offense,1,0,0,0,0,No Bail,1,0,0,Male,White,Judge5,,
18BU023765,Defendant1000,2018-10-11,2018-11-01,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,1,0,Female,White,Judge5,,,
18BU023198,Defendant652,2018-10-05,2018-11-01,0,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,1,0,Male,White,Judge5,,,
18WS006784,Defendant135,2018-11-04,2018-11-05,0,Domestic Assault - 1st Degree Aggravated,4,1,0,0,0,Remanded,,0,1,Male,White,Judge10,,,
18BU025528,Defendant841,2018-11-02,2018-11-05,0,Domestic Assault,1,0,0,0,0,No Bail,4,0,0,Male,White,Judge10,,,
18BU025629,Defendant228,2018-11-04,2018-11-05,0,Sexual Assault,2,1,0,0,0,Remanded,,0,3,Male,Black,Judge10,,,
17BU029227,Defendant731,2017-11-11,2018-11-06,0,False Alarms To Public Safety,1,0,1,0,0,No Bail,1,0,2,NA,White,Judge10,,,
18BU023470,Defendant782,2018-10-06,2018-11-06,0,Retail Theft (Felony),4,1,0,0,0,No Bail,1,0,0,Male,Hispanic,Judge10,,,
18BU017982,Defendant284,2018-08-09,2018-11-08,0,Driving With A Criminally Suspended License,2,0,1,0,0,No Bail,1,1,1,Male,White,Judge14,,,
18BU018152,Defendant194,2018-08-10,2018-11-08,0,Simple Assault,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge14,,,
18BU025460,Defendant136,2018-11-01,2018-11-08,0,Simple Assault,1,0,1,0,0,No Bail,5,0,0,Male,White,Judge14,,,
18BU025998,Defendant608,2018-11-09,2018-11-09,0,Petit Larceny Other,2,0,1,0,0,No Bail,4,0,1,Female,White,Judge10,,,
18BU025762,Defendant769,2018-11-06,2018-11-15,0,Driving Under The Influence, First Offense,1,0,0,0,0,No Bail,3,0,0,Male,White,Judge14,,
18BU024737,Defendant785,2018-10-23,2018-11-15,0,Driving With A Criminally Suspended License,2,0,1,0,0,No Bail,1,1,1,Male,White,Judge14,,,
18BU025392,Defendant321,2018-10-31,2018-11-15,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,3,0,0,Male,White,Judge14,,,
18BU025461,Defendant170,2018-11-01,2018-11-15,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,1,0,Female,White,Judge14,,,
18BU024541,Defendant561,2018-10-21,2018-11-15,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge14,,,
15BU029102,Defendant409,1015-10-08,2018-11-16,0,Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor),1,0,1,0,0,No Bail,4,0,0,Female,White,Judge10,,,
18BU026561,Defendant184,2018-11-12,2018-11-19,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,1,1,Male,Black,Judge5,,,
18BU026595,Defendant425,2018-11-17,2018-11-19,0,Assault On A Law Enforcement Officer (Misdemeanor),2,0,0,0,0,No Bail,3,0,1,Male,Other,Judge5,,,
18BU025764,Defendant325,2018-11-05,2018-11-20,0,Unlawful Mischief (Misdemeanor),2,0,1,0,0,No Bail,2,0,1,Male,White,Judge7,,,
18BU024539,Defendant153,2018-10-21,2018-11-20,0,Simple Assault,2,0,1,0,0,No Bail,5,0,0,Female,White,Judge7,,,
18BU025151,Defendant276,2018-10-28,2018-11-20,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,1,13,Male,Black,Judge7,,,
18BU026595,Defendant425,2018-11-17,2018-11-20,0,Assault On A Law Enforcement Officer (Misdemeanor),2,0,0,0,0,No Bail,3,0,2,Male,Other,Judge7,,,
18BU023765,Defendant1000,2018-10-11,2018-11-20,0,Driving With A Criminally Suspended License,1,0,1,1,100,Bail,1,1,1,Female,White,Judge7,,,
18BU026987,Defendant542,2018-11-23,2018-11-26,0,Domestic Assault - 1st Degree Aggravated,1,1,0,0,0,No Bail,3,0,0,Male,White,Judge5,,,
18BU026882,Defendant185,2018-11-21,2018-11-26,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,3,0,1,Male,White,Judge5,,,
18BU026888,Defendant201,2018-11-21,2018-11-26,0,Violation Of An Abuse Prevention Order,1,0,0,0,0,No Bail,5,0,5,Male,Black,Judge5,,,
18BU023198,Defendant652,2018-10-05,2018-11-27,0,Unlawful Trespass (Misdemeanor),1,0,1,1,200,Bail,1,1,1,Male,White,Judge10,,,
18BU025403,Defendant784,2018-11-01,2018-11-27,0,Simple Assault,1,0,1,0,0,No Bail,1,0,1,Female,White,Judge10,,,
18BU026326,Defendant58,2018-11-13,2018-11-29,0,Resisting Arrest,1,0,1,0,0,No Bail,1,0,6,Male,White,Judge10,,,
18BU025588,Defendant728,2018-11-08,2018-11-29,0,Unlawful Mischief (Misdemeanor),2,0,1,0,0,No Bail,1,0,3,Male,White,Judge10,,,
18BU023002,Defendant98,2018-09-24,2018-11-29,0,Unlawful Trespass (Misdemeanor),1,0,1,1,100,Bail,1,1,1,Male,White,Judge10,,,
18BU026295,Defendant725,2018-11-13,2018-11-29,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge10,,,
18BU027425,Defendant593,2018-11-29,2018-11-30,0,Domestic Assault - 2nd Degree Aggravated,6,1,0,0,0,Remanded,,0,8,Male,Black,Judge14,,,
18BU026326,Defendant58,2018-11-13,2018-11-30,0,Resisting Arrest,1,0,1,0,0,No Bail,,0,7,Male,White,Judge12,,,
18BU022773,Defendant833,2018-09-30,2018-12-03,0,Assault And Robbery,1,1,0,0,0,Remanded,3,0,0,Male,Asian,Judge10,,,
18BU024331,Defendant215,2018-10-18,2018-12-04,0,Simple Assault,1,0,1,0,0,No Bail,4,0,0,Male,White,Judge10,,,
18BU025792,Defendant156,2018-11-06,2018-12-04,0,Unlawful Trespass (Misdemeanor),1,0,1,1,200,Bail,1,1,0,Male,White,Judge10,,,
18BU027804,Defendant235,2018-12-04,2018-12-05,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,3,0,0,Male,White,Judge7,,,
18BU027775,Defendant737,2018-12-04,2018-12-05,0,Retail Theft (Misd),1,0,1,1,100,Bail,,0,3,Male,White,Judge7,,,
18BU026099,Defendant536,2018-11-10,2018-12-06,0,Drugs - Cocaine, Possession  Misdemeanor,1,0,1,0,0,Remanded,3,0,6,Male,White,Judge7,,
17BU029693,Defendant860,2017-11-17,2018-12-06,0,Driving With A Criminally Suspended License,3,0,1,1,10,Bail,1,1,0,Female,White,Judge7,,,
18BU026757,Defendant960,2018-11-20,2018-12-06,0,Assault On A Law Enforcement Officer (Misdemeanor),4,0,0,1,200,Bail,1,1,0,Male,White,Judge7,,,
18BU027916,Defendant180,2018-12-06,2018-12-07,0,Violation Of An Abuse Prevention Order,1,0,0,0,0,No Bail,5,0,1,Female,White,Judge9,,,
18BU025461,Defendant170,2018-12-01,2018-12-11,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,1,1,Female,White,Judge11,,,
18CC013004,Defendant203,2018-12-07,2018-12-11,0,Drugs - Heroin, Possession 2+ Grams,3,1,0,1,20000,Bail,1,1,8,Male,White,Judge11,,
18BU028253,Defendant960,2018-12-11,2018-12-12,0,Assault On A Law Enforcement Officer (Misdemeanor),4,0,0,0,0,No Bail,4,0,1,Male,White,Judge9,,,
18BU028279,Defendant303,2018-12-11,2018-12-12,0,Domestic Assault - 2nd Degree Aggravated,7,1,0,0,0,Remanded,,0,6,Male,White,Judge9,,,
18BU026061,Defendant1043,2018-11-10,2018-12-13,0,Violation Of Conditions Of Release (Other),1,0,0,1,200,Bail,1,1,4,Male,Black,Judge10,,,
17BU023215,Defendant746,2017-09-06,2018-12-13,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,1,0,Female,White,Judge10,,,
18BU025782,Defendant233,2018-10-22,2018-12-13,0,Identity Theft,4,1,0,1,1000,Bail,1,1,0,Male,White,Judge10,,,
18BU028363,Defendant731,2018-12-12,2018-12-13,0,False Information To A Police Officer,1,0,1,0,0,No Bail,1,0,3,NA,White,Judge10,,,
18BU028390,Defendant242,2018-12-12,2018-12-13,0,Unlawful Trespass (Felony),1,1,0,0,0,No Bail,4,0,0,Male,White,Judge10,,,
18BU028555,Defendant320,2018-12-14,2018-12-14,0,Assault On A Law Enforcement Officer (Misdemeanor),3,0,0,0,0,No Bail,3,0,0,Female,White,Judge7,,,
18BU026088,Defendant319,2018-11-10,2018-12-18,0,Retail Theft (Misd),1,0,1,1,100,Bail,1,1,1,Male,White,Judge7,,,
18BU027061,Defendant37,2018-11-25,2018-12-20,0,Unlawful Mischief (Misdemeanor),2,0,1,0,0,No Bail,1,0,0,Male,White,Judge7,,,
18BU028797,Defendant435,2018-12-18,2018-12-20,0,Petit Larceny From A Building/Residence/Structure,5,0,1,0,0,No Bail,4,0,2,Female,White,Judge7,,,
18BU07921,Defendant5,2018-04-18,2018-12-21,0,Burglary,1,1,0,0,0,No Bail,4,0,2,Male,White,Judge7,,,
18BU029166,Defendant336,2018-12-23,2018-12-24,0,Escape,1,1,0,1,1000,Bail,,0,0,Male,White,Judge10,,,
18SB013541,Defendant211,2018-12-22,2018-12-24,0,Probation-Parole Violation,1,0,0,0,0,No Bail,3,0,2,Female,White,Judge10,,,
18BU028289,Defendant906,2018-12-11,2018-12-27,0,Driving Under The Influence, First Offense,1,0,0,0,0,No Bail,1,0,0,Male,Black,Judge7,,
18SB012653,Defendant390,2018-11-29,2018-12-27,0,Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor),3,0,1,1,200,Bail,1,1,2,Female,White,Judge7,,,
19BU000133,Defendant698,2019-01-02,2019-01-03,0,Domestic Assault - 1st Degree Aggravated,1,1,0,0,0,No Bail,4,0,0,Female,Asian,Judge14,,,
18BU028869,Defendant996,2018-12-19,2019-01-03,0,Drugs - Marijuana, Possession Or Cultivation 1 Pound + Or >10 Plants,1,1,0,0,0,No Bail,1,1,0,Male,White,Judge14,,
18BU028291,Defendant395,2018-12-14,2019-01-03,0,Disorderly Conduct - Aggravated,2,0,1,0,0,No Bail,4,0,0,Male,White,Judge14,,,
18BU028183,Defendant764,2018-12-10,2019-01-03,0,Retail Theft (Misd),1,0,1,0,0,No Bail,3,0,3,Female,White,Judge14,,,
18BU028655,Defendant735,2018-12-16,2019-01-08,0,Simple Assault,2,0,1,0,0,No Bail,4,0,0,Male,White,Judge7,,,
18BU028953,Defendant887,2018-12-19,2019-01-08,0,Burglary,5,1,0,0,0,No Bail,1,1,3,Female,White,Judge7,,,
18BU028372,Defendant749,2018-12-12,2019-01-08,0,False Information To A Police Officer,2,0,1,0,0,No Bail,7,0,0,Male,White,Judge7,,,
19BU000415,Defendant473,2019-01-07,2019-01-10,0,Violation Of Conditions Of Release (Other),1,0,0,0,0,No Bail,1,1,2,Female,White,Judge10,,,
18BU028632,Defendant160,2018-12-15,2019-01-10,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,1,1,Male,White,Judge10,,,
18BU027487,Defendant885,2019-01-10,2019-01-10,0,Drugs - Depressant, Stimulant, And Narcotic Possession Misdemeanor,1,0,1,0,0,No Bail,1,0,0,Female,White,Judge10,
18BU028372,Defendant644,2018-12-12,2019-01-10,0,Accessory After The Fact,1,1,0,0,0,No Bail,4,0,0,Male,White,Judge10,,,
18BU027195,Defendant887,2018-12-19,2019-01-10,0,Burglary,5,1,0,0,0,No Bail,5,0,4,Female,White,Judge10,,,
18BU027487,Defendant483,2018-11-30,2019-01-10,0,Drugs - Cocaine, Possession  Misdemeanor,1,0,1,1,100,Bail,1,1,1,Male,Black,Judge10,,
