Agency,"Sorted Race","Driver Area",Race,Year,"Agency Type","Full Agency","Enough Traffic Stops","Traffic Stop Count","Traffic Stop Count All Races","Arrest Counts","Ticket Counts","Warning Counts",MaleStopsForYear,"White Stops","White Male Stops","% of Drivers","Traffic Stop %","Traffic Stop vs Pop Share","100 Percent",Arrests,Tickets,Warnings,"White Arrests","White Tickets","White Warnings","Males as % of Stops","White Male Stop %",StopDisparityDiffZScore,MalesDiffZScore,ArrestDiffZScore,TicketDiffZScore,WarningDiffZScore,"Agencies Included",RaceBarStyle,ToolTip,County,"Stops w/ Search (Any) Count","Stops w/ Search (Any) + Contraband Count","Stops w/ Search (Any) + Contraband + Arrest/Ticket Count","Stops w/ Search (Any) + Contraband + Arrest Count","White Stops w/ Search (Any) Count","White Stops w/ Search (Any) + Contraband Count","White Stops w/ Search (Any) + Contraband + Arrest/Ticket Count","White Stops w/ Search (Any) + Contraband + Arrest Count","Stops w/ Search (Any) Pct","Stops w/ Search (Any) + Contraband Pct","Stops w/ Search (Any) + Contraband + Arrest/Ticket Pct","Stops w/ Search (Any) + Contraband + Arrest Pct","White Stops w/ Search (PC/RS) Pct","White Stops w/ Search (Any) + Contraband Pct","White Stops w/ Search (Any) + Contraband + Arrest/Ticket Pct","White Stops w/ Search (Any) + Contraband + Arrest Pct"
"Bennington Police","3 - Asian",Bennington," Asian",2015,police,"Bennington Police",TRUE,23,3045,3,15,5,13,2876,1708,0.0140000,0.008,0.540,1,0.1304,0.6522,0.2174,0.0257,0.7660,0.2048,0.5652,0.5939,0.0,0.0,0.0,0.0,0.0,"Bennington Police",#9F81F7,Unused,"Bennington County",0,0,0,0,60,45,42,8,0.000,0.000,0.000,0.000,0.021,0.750,0.700,0.133
"Bennington Police","5 - Hispanic",Bennington," Hispanic",2015,police,"Bennington Police",TRUE,48,3045,2,33,13,36,2876,1708,0.0080000,0.016,1.970,1,0.0417,0.6875,0.2708,0.0257,0.7660,0.2048,0.7500,0.5939,0.0,0.0,0.0,0.0,0.0,"Bennington Police",#F7D358,Unused,"Bennington County",0,0,0,0,60,45,42,8,0.000,0.000,0.000,0.000,0.021,0.750,0.700,0.133
"Bennington Police","1 - White",Bennington," White",2016,police,"Bennington Police",TRUE,3062,3206,30,2633,416,1779,3062,1779,0.9590000,0.955,0.996,1,0.0098,0.8599,0.1359,0.0098,0.8599,0.1359,0.5810,0.5810,0.0,0.0,0.0,0.0,0.0,"Bennington Police",#58ACFA,Unused,"Bennington County",33,27,25,6,33,27,25,6,0.011,0.818,0.758,0.182,0.011,0.818,0.758,0.182
"Bennington Police","2 - Black",Bennington," Black",2016,police,"Bennington Police",TRUE,55,3206,0,48,7,43,3062,1779,0.0190000,0.017,0.903,1,0.0000,0.8727,0.1273,0.0098,0.8599,0.1359,0.7818,0.5810,0.0,0.0,0.0,0.0,0.0,"Bennington Police",#58FAAC,Unused,"Bennington County",3,2,1,0,33,27,25,6,0.055,0.667,0.333,0.000,0.011,0.818,0.758,0.182
"Bennington Police","3 - Asian",Bennington," Asian",2016,police,"Bennington Police",TRUE,44,3206,0,40,4,24,3062,1779,0.0140000,0.014,0.980,1,0.0000,0.9091,0.0909,0.0098,0.8599,0.1359,0.5455,0.5810,0.0,0.0,0.0,0.0,0.0,"Bennington Police",#9F81F7,Unused,"Bennington County",0,0,0,0,33,27,25,6,0.000,0.000,0.000,0.000,0.011,0.818,0.758,0.182
"Bennington Police","5 - Hispanic",Bennington," Hispanic",2016,police,"Bennington Police",TRUE,39,3206,1,32,6,27,3062,1779,0.0080000,0.012,1.521,1,0.0256,0.8205,0.1538,0.0098,0.8599,0.1359,0.6923,0.5810,0.0,0.0,0.0,0.0,0.0,"Bennington Police",#F7D358,Unused,"Bennington County",1,1,1,0,33,27,25,6,0.026,1.000,1.000,0.000,0.011,0.818,0.758,0.182
"Bennington Police","1 - White",Bennington," White",2017,police,"Bennington Police",TRUE,5815,6190,62,3598,2122,3418,5815,3418,0.9590000,0.939,0.980,1,0.0107,0.6187,0.3649,0.0107,0.6187,0.3649,0.5878,0.5878,0.0,0.0,0.0,0.0,0.0,"Bennington Police",#58ACFA,Unused,"Bennington County",74,58,55,13,74,58,55,13,0.013,0.784,0.743,0.176,0.013,0.784,0.743,0.176
"Bennington Police","2 - Black",Bennington," Black",2017,police,"Bennington Police",TRUE,176,6190,3,111,66,131,5815,3418,0.0190000,0.028,1.496,1,0.0170,0.6307,0.3750,0.0107,0.6187,0.3649,0.7443,0.5878,0.0,0.0,0.0,0.0,0.0,"Bennington Police",#58FAAC,Unused,"Bennington County",7,5,5,0,74,58,55,13,0.040,0.714,0.714,0.000,0.013,0.784,0.743,0.176
"Bennington Police","3 - Asian",Bennington," Asian",2017,police,"Bennington Police",TRUE,101,6190,1,74,27,64,5815,3418,0.0140000,0.016,1.165,1,0.0099,0.7327,0.2673,0.0107,0.6187,0.3649,0.6337,0.5878,0.0,0.0,0.0,0.0,0.0,"Bennington Police",#9F81F7,Unused,"Bennington County",1,1,1,1,74,58,55,13,0.010,1.000,1.000,1.000,0.013,0.784,0.743,0.176
"Bennington Police","5 - Hispanic",Bennington," Hispanic",2017,police,"Bennington Police",TRUE,95,6190,2,53,39,75,5815,3418,0.0080000,0.015,1.918,1,0.0211,0.5579,0.4105,0.0107,0.6187,0.3649,0.7895,0.5878,0.0,0.0,0.0,0.0,0.0,"Bennington Police",#F7D358,Unused,"Bennington County",2,2,2,0,74,58,55,13,0.021,1.000,1.000,0.000,0.013,0.784,0.743,0.176
"Bennington Police","1 - White",Bennington," White",2018,police,"Bennington Police",TRUE,5416,5770,100,3120,2054,3312,5416,3312,0.9590000,0.939,0.979,1,0.0185,0.5761,0.3792,0.0185,0.5761,0.3792,0.6115,0.6115,0.0,0.0,0.0,0.0,0.0,"Bennington Police",#58ACFA,Unused,"Bennington County",47,34,34,16,47,34,34,16,0.009,0.723,0.723,0.340,0.009,0.723,0.723,0.340
"Bennington Police","2 - Black",Bennington," Black",2018,police,"Bennington Police",TRUE,156,5770,5,76,70,114,5416,3312,0.0190000,0.027,1.423,1,0.0321,0.4872,0.4487,0.0185,0.5761,0.3792,0.7308,0.6115,0.0,0.0,0.0,0.0,0.0,"Bennington Police",#58FAAC,Unused,"Bennington County",4,3,2,0,47,34,34,16,0.026,0.750,0.500,0.000,0.009,0.723,0.723,0.340
"Bennington Police","3 - Asian",Bennington," Asian",2018,police,"Bennington Police",TRUE,102,5770,0,75,26,72,5416,3312,0.0140000,0.018,1.263,1,0.0000,0.7353,0.2549,0.0185,0.5761,0.3792,0.7059,0.6115,0.0,0.0,0.0,0.0,0.0,"Bennington Police",#9F81F7,Unused,"Bennington County",1,1,1,0,47,34,34,16,0.010,1.000,1.000,0.000,0.009,0.723,0.723,0.340
"Bennington Police","5 - Hispanic",Bennington," Hispanic",2018,police,"Bennington Police",TRUE,92,5770,3,46,41,57,5416,3312,0.0080000,0.016,1.993,1,0.0326,0.5000,0.4457,0.0185,0.5761,0.3792,0.6196,0.6115,0.0,0.0,0.0,0.0,0.0,"Bennington Police",#F7D358,Unused,"Bennington County",2,1,1,0,47,34,34,16,0.022,0.500,0.500,0.000,0.009,0.723,0.723,0.340
"Bennington Police","1 - White",Bennington," White",2019,police,"Bennington Police",TRUE,4774,5073,77,2584,1928,2821,4774,2821,0.9590000,0.941,0.981,1,0.0161,0.5413,0.4039,0.0161,0.5413,0.4039,0.5909,0.5909,0.0,0.0,0.0,0.0,0.0,"Bennington Police",#58ACFA,Unused,"Bennington County",47,26,24,11,47,26,24,11,0.010,0.553,0.511,0.234,0.010,0.553,0.511,0.234
"Bennington Police","2 - Black",Bennington," Black",2019,police,"Bennington Police",TRUE,131,5073,3,69,59,93,4774,2821,0.0190000,0.026,1.359,1,0.0229,0.5267,0.4504,0.0161,0.5413,0.4039,0.7099,0.5909,0.0,0.0,0.0,0.0,0.0,"Bennington Police",#58FAAC,Unused,"Bennington County",3,2,2,1,47,26,24,11,0.023,0.667,0.667,0.333,0.010,0.553,0.511,0.234
"Bennington Police","3 - Asian",Bennington," Asian",2019,police,"Bennington Police",TRUE,71,5073,0,54,16,51,4774,2821,0.0140000,0.014,1.000,1,0.0000,0.7606,0.2254,0.0161,0.5413,0.4039,0.7183,0.5909,0.0,0.0,0.0,0.0,0.0,"Bennington Police",#9F81F7,Unused,"Bennington County",0,0,0,0,47,26,24,11,0.000,0.000,0.000,0.000,0.010,0.553,0.511,0.234
"Bennington Police","5 - Hispanic",Bennington," Hispanic",2019,police,"Bennington Police",TRUE,87,5073,5,47,36,61,4774,2821,0.0080000,0.017,2.144,1,0.0575,0.5402,0.4138,0.0161,0.5413,0.4039,0.7011,0.5909,0.0,0.0,0.0,0.0,0.0,"Bennington Police",#F7D358,Unused,"Bennington County",2,2,2,2,47,26,24,11,0.023,1.000,1.000,1.000,0.010,0.553,0.511,0.234
"Berlin Police","1 - White",Berlin," White",2015,police,"Berlin Police",TRUE,64,67,0,0,0,42,64,42,0.9710000,0.955,0.984,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6563,0.6563,0.0,0.0,0.0,0.0,0.0,"Berlin Police",#58ACFA,Unused,"Washington County",2,0,0,0,2,0,0,0,0.031,0.000,0.000,0.000,0.031,0.000,0.000,0.000
"Berlin Police","2 - Black",Berlin," Black",2015,police,"Berlin Police",FALSE,2,67,0,0,0,1,64,42,0.0130000,0.030,2.296,1,,,,0.0000,0.0000,0.0000,,0.6563,0.0,0.0,0.0,0.0,0.0,"Berlin Police",#58FAAC,Unused,"Washington County",0,0,0,0,2,0,0,0,0.000,0.000,0.000,0.000,0.031,0.000,0.000,0.000
"Berlin Police","3 - Asian",Berlin," Asian",2015,police,"Berlin Police",FALSE,1,67,0,0,0,0,64,42,0.0100000,0.015,1.493,1,,,,0.0000,0.0000,0.0000,,0.6563,0.0,0.0,0.0,0.0,0.0,"Berlin Police",#9F81F7,Unused,"Washington County",0,0,0,0,2,0,0,0,0.000,0.000,0.000,0.000,0.031,0.000,0.000,0.000
"Berlin Police","1 - White",Berlin," White",2016,police,"Berlin Police",TRUE,360,374,0,0,0,192,360,192,0.9710000,0.963,0.991,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5333,0.5333,0.0,0.0,0.0,0.0,0.0,"Berlin Police",#58ACFA,Unused,"Washington County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Berlin Police","2 - Black",Berlin," Black",2016,police,"Berlin Police",FALSE,8,374,0,0,0,8,360,192,0.0130000,0.021,1.645,1,,,,0.0000,0.0000,0.0000,,0.5333,0.0,0.0,0.0,0.0,0.0,"Berlin Police",#58FAAC,Unused,"Washington County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Berlin Police","3 - Asian",Berlin," Asian",2016,police,"Berlin Police",FALSE,4,374,0,0,0,1,360,192,0.0100000,0.011,1.070,1,,,,0.0000,0.0000,0.0000,,0.5333,0.0,0.0,0.0,0.0,0.0,"Berlin Police",#9F81F7,Unused,"Washington County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Berlin Police","5 - Hispanic",Berlin," Hispanic",2016,police,"Berlin Police",FALSE,2,374,0,0,0,2,360,192,0.0060000,0.005,0.891,1,,,,0.0000,0.0000,0.0000,,0.5333,0.0,0.0,0.0,0.0,0.0,"Berlin Police",#F7D358,Unused,"Washington County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Berlin Police","1 - White",Berlin," White",2017,police,"Berlin Police",TRUE,96,101,0,32,62,64,96,64,0.9710000,0.950,0.979,1,0.0000,0.3333,0.6458,0.0000,0.3333,0.6458,0.6667,0.6667,0.0,0.0,0.0,0.0,0.0,"Berlin Police",#58ACFA,Unused,"Washington County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Berlin Police","2 - Black",Berlin," Black",2017,police,"Berlin Police",FALSE,3,101,0,0,0,3,96,64,0.0130000,0.030,2.285,1,,,,0.0000,0.3333,0.6458,,0.6667,0.0,0.0,0.0,0.0,0.0,"Berlin Police",#58FAAC,Unused,"Washington County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Berlin Police","5 - Hispanic",Berlin," Hispanic",2017,police,"Berlin Police",FALSE,1,101,0,0,0,0,96,64,0.0060000,0.010,1.650,1,,,,0.0000,0.3333,0.6458,,0.6667,0.0,0.0,0.0,0.0,0.0,"Berlin Police",#F7D358,Unused,"Washington County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Berlin Police","1 - White",Berlin," White",2018,police,"Berlin Police",TRUE,2142,2235,75,568,1475,1342,2142,1342,0.9710000,0.958,0.987,1,0.0350,0.2652,0.6886,0.0350,0.2652,0.6886,0.6265,0.6265,0.0,0.0,0.0,0.0,0.0,"Berlin Police",#58ACFA,Unused,"Washington County",55,45,23,6,55,45,23,6,0.026,0.818,0.418,0.109,0.026,0.818,0.418,0.109
"Berlin Police","2 - Black",Berlin," Black",2018,police,"Berlin Police",TRUE,55,2235,5,13,37,42,2142,1342,0.0130000,0.025,1.893,1,0.0909,0.2364,0.6727,0.0350,0.2652,0.6886,0.7636,0.6265,0.0,0.0,0.0,0.0,0.0,"Berlin Police",#58FAAC,Unused,"Washington County",5,4,1,1,55,45,23,6,0.091,0.800,0.200,0.200,0.026,0.818,0.418,0.109
"Berlin Police","3 - Asian",Berlin," Asian",2018,police,"Berlin Police",TRUE,23,2235,0,3,20,16,2142,1342,0.0100000,0.010,1.029,1,0.0000,0.1304,0.8696,0.0350,0.2652,0.6886,0.6957,0.6265,0.0,0.0,0.0,0.0,0.0,"Berlin Police",#9F81F7,Unused,"Washington County",1,0,0,0,55,45,23,6,0.043,0.000,0.000,0.000,0.026,0.818,0.418,0.109
"Berlin Police","5 - Hispanic",Berlin," Hispanic",2018,police,"Berlin Police",FALSE,15,2235,0,0,0,11,2142,1342,0.0060000,0.007,1.119,1,,,,0.0350,0.2652,0.6886,,0.6265,0.0,0.0,0.0,0.0,0.0,"Berlin Police",#F7D358,Unused,"Washington County",0,0,0,0,55,45,23,6,0.000,0.000,0.000,0.000,0.026,0.818,0.418,0.109
"Bradford Police","1 - White",Bradford," White",2015,police,"Bradford Police",FALSE,8,8,0,0,0,4,8,4,0.9290000,1.000,1.076,1,,,,0.0000,0.0000,0.0000,,0.5000,0.0,0.0,0.0,0.0,0.0,"Bradford Police",#58ACFA,Unused,"Orange County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Bradford Police","1 - White",Bradford," White",2016,police,"Bradford Police",FALSE,17,17,0,0,0,6,17,6,0.9290000,1.000,1.076,1,,,,0.0000,0.0000,0.0000,,0.3529,0.0,0.0,0.0,0.0,0.0,"Bradford Police",#58ACFA,Unused,"Orange County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Bradford Police","1 - White",Bradford," White",2017,police,"Bradford Police",TRUE,1064,1072,0,89,993,566,1064,566,0.9290000,0.993,1.068,1,0.0000,0.0836,0.9333,0.0000,0.0836,0.9333,0.5320,0.5320,0.0,0.0,0.0,0.0,0.0,"Bradford Police",#58ACFA,Unused,"Orange County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Bradford Police","2 - Black",Bradford," Black",2017,police,"Bradford Police",FALSE,2,1072,0,0,0,1,1064,566,0.0180000,0.002,0.104,1,,,,0.0000,0.0836,0.9333,,0.5320,0.0,0.0,0.0,0.0,0.0,"Bradford Police",#58FAAC,Unused,"Orange County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Bradford Police","3 - Asian",Bradford," Asian",2017,police,"Bradford Police",FALSE,1,1072,0,0,0,0,1064,566,0.0180000,0.001,0.052,1,,,,0.0000,0.0836,0.9333,,0.5320,0.0,0.0,0.0,0.0,0.0,"Bradford Police",#9F81F7,Unused,"Orange County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Bradford Police","5 - Hispanic",Bradford," Hispanic",2017,police,"Bradford Police",FALSE,4,1072,0,0,0,4,1064,566,0.0360000,0.004,0.104,1,,,,0.0000,0.0836,0.9333,,0.5320,0.0,0.0,0.0,0.0,0.0,"Bradford Police",#F7D358,Unused,"Orange County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Bradford Police","1 - White",Bradford," White",2018,police,"Bradford Police",TRUE,515,523,0,33,488,297,515,297,0.9290000,0.985,1.060,1,0.0000,0.0641,0.9476,0.0000,0.0641,0.9476,0.5767,0.5767,0.0,0.0,0.0,0.0,0.0,"Bradford Police",#58ACFA,Unused,"Orange County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Bradford Police","2 - Black",Bradford," Black",2018,police,"Bradford Police",FALSE,3,523,0,0,0,3,515,297,0.0180000,0.006,0.319,1,,,,0.0000,0.0641,0.9476,,0.5767,0.0,0.0,0.0,0.0,0.0,"Bradford Police",#58FAAC,Unused,"Orange County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Bradford Police","3 - Asian",Bradford," Asian",2018,police,"Bradford Police",FALSE,2,523,0,0,0,1,515,297,0.0180000,0.004,0.212,1,,,,0.0000,0.0641,0.9476,,0.5767,0.0,0.0,0.0,0.0,0.0,"Bradford Police",#9F81F7,Unused,"Orange County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Bradford Police","5 - Hispanic",Bradford," Hispanic",2018,police,"Bradford Police",FALSE,3,523,0,0,0,2,515,297,0.0360000,0.006,0.159,1,,,,0.0000,0.0641,0.9476,,0.5767,0.0,0.0,0.0,0.0,0.0,"Bradford Police",#F7D358,Unused,"Orange County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Brandon Police","1 - White",Brandon," White",2014,police,"Brandon Police",TRUE,247,251,7,72,153,169,247,169,0.9570000,0.984,1.028,1,0.0283,0.2915,0.6194,0.0283,0.2915,0.6194,0.6842,0.6842,0.0,0.0,0.0,0.0,0.0,"Brandon Police",#58ACFA,Unused,"Rutland County",9,3,3,1,9,3,3,1,0.036,0.333,0.333,0.111,0.036,0.333,0.333,0.111
"Brandon Police","2 - Black",Brandon," Black",2014,police,"Brandon Police",FALSE,1,251,0,0,0,0,247,169,0.0180000,0.004,0.221,1,,,,0.0283,0.2915,0.6194,,0.6842,0.0,0.0,0.0,0.0,0.0,"Brandon Police",#58FAAC,Unused,"Rutland County",0,0,0,0,9,3,3,1,0.000,0.000,0.000,0.000,0.036,0.333,0.333,0.111
"Brandon Police","3 - Asian",Brandon," Asian",2014,police,"Brandon Police",FALSE,1,251,0,0,0,0,247,169,0.0150000,0.004,0.266,1,,,,0.0283,0.2915,0.6194,,0.6842,0.0,0.0,0.0,0.0,0.0,"Brandon Police",#9F81F7,Unused,"Rutland County",0,0,0,0,9,3,3,1,0.000,0.000,0.000,0.000,0.036,0.333,0.333,0.111
"Brandon Police","5 - Hispanic",Brandon," Hispanic",2014,police,"Brandon Police",FALSE,1,251,0,0,0,1,247,169,0.0090000,0.004,0.443,1,,,,0.0283,0.2915,0.6194,,0.6842,0.0,0.0,0.0,0.0,0.0,"Brandon Police",#F7D358,Unused,"Rutland County",0,0,0,0,9,3,3,1,0.000,0.000,0.000,0.000,0.036,0.333,0.333,0.111
"Brandon Police","1 - White",Brandon," White",2015,police,"Brandon Police",TRUE,793,817,21,208,515,485,793,485,0.9570000,0.971,1.014,1,0.0265,0.2623,0.6494,0.0265,0.2623,0.6494,0.6116,0.6116,0.0,0.0,0.0,0.0,0.0,"Brandon Police",#58ACFA,Unused,"Rutland County",21,15,13,8,21,15,13,8,0.026,0.714,0.619,0.381,0.026,0.714,0.619,0.381
"Brandon Police","2 - Black",Brandon," Black",2015,police,"Brandon Police",FALSE,15,817,0,0,0,9,793,485,0.0180000,0.018,1.020,1,,,,0.0265,0.2623,0.6494,,0.6116,0.0,0.0,0.0,0.0,0.0,"Brandon Police",#58FAAC,Unused,"Rutland County",0,0,0,0,21,15,13,8,0.000,0.000,0.000,0.000,0.026,0.714,0.619,0.381
"Brandon Police","3 - Asian",Brandon," Asian",2015,police,"Brandon Police",FALSE,6,817,0,0,0,4,793,485,0.0150000,0.007,0.490,1,,,,0.0265,0.2623,0.6494,,0.6116,0.0,0.0,0.0,0.0,0.0,"Brandon Police",#9F81F7,Unused,"Rutland County",0,0,0,0,21,15,13,8,0.000,0.000,0.000,0.000,0.026,0.714,0.619,0.381
"Brandon Police","5 - Hispanic",Brandon," Hispanic",2015,police,"Brandon Police",FALSE,3,817,0,0,0,3,793,485,0.0090000,0.004,0.408,1,,,,0.0265,0.2623,0.6494,,0.6116,0.0,0.0,0.0,0.0,0.0,"Brandon Police",#F7D358,Unused,"Rutland County",0,0,0,0,21,15,13,8,0.000,0.000,0.000,0.000,0.026,0.714,0.619,0.381
"Brandon Police","1 - White",Brandon," White",2016,police,"Brandon Police",TRUE,374,385,6,125,229,215,374,215,0.9570000,0.971,1.015,1,0.0160,0.3342,0.6123,0.0160,0.3342,0.6123,0.5749,0.5749,0.0,0.0,0.0,0.0,0.0,"Brandon Police",#58ACFA,Unused,"Rutland County",7,6,6,1,7,6,6,1,0.019,0.857,0.857,0.143,0.019,0.857,0.857,0.143
"Brandon Police","2 - Black",Brandon," Black",2016,police,"Brandon Police",FALSE,6,385,0,0,0,3,374,215,0.0180000,0.016,0.866,1,,,,0.0160,0.3342,0.6123,,0.5749,0.0,0.0,0.0,0.0,0.0,"Brandon Police",#58FAAC,Unused,"Rutland County",0,0,0,0,7,6,6,1,0.000,0.000,0.000,0.000,0.019,0.857,0.857,0.143
"Brandon Police","3 - Asian",Brandon," Asian",2016,police,"Brandon Police",FALSE,3,385,0,0,0,2,374,215,0.0150000,0.008,0.519,1,,,,0.0160,0.3342,0.6123,,0.5749,0.0,0.0,0.0,0.0,0.0,"Brandon Police",#9F81F7,Unused,"Rutland County",0,0,0,0,7,6,6,1,0.000,0.000,0.000,0.000,0.019,0.857,0.857,0.143
"Brandon Police","5 - Hispanic",Brandon," Hispanic",2016,police,"Brandon Police",FALSE,2,385,0,0,0,0,374,215,0.0090000,0.005,0.577,1,,,,0.0160,0.3342,0.6123,,0.5749,0.0,0.0,0.0,0.0,0.0,"Brandon Police",#F7D358,Unused,"Rutland County",0,0,0,0,7,6,6,1,0.000,0.000,0.000,0.000,0.019,0.857,0.857,0.143
"Brandon Police","1 - White",Brandon," White",2017,police,"Brandon Police",TRUE,668,682,15,174,465,404,668,404,0.9570000,0.979,1.023,1,0.0225,0.2605,0.6961,0.0225,0.2605,0.6961,0.6048,0.6048,0.0,0.0,0.0,0.0,0.0,"Brandon Police",#58ACFA,Unused,"Rutland County",14,10,9,1,14,10,9,1,0.021,0.714,0.643,0.071,0.021,0.714,0.643,0.071
"Brandon Police","2 - Black",Brandon," Black",2017,police,"Brandon Police",FALSE,5,682,0,0,0,4,668,404,0.0180000,0.007,0.407,1,,,,0.0225,0.2605,0.6961,,0.6048,0.0,0.0,0.0,0.0,0.0,"Brandon Police",#58FAAC,Unused,"Rutland County",0,0,0,0,14,10,9,1,0.000,0.000,0.000,0.000,0.021,0.714,0.643,0.071
"Brandon Police","3 - Asian",Brandon," Asian",2017,police,"Brandon Police",FALSE,6,682,0,0,0,4,668,404,0.0150000,0.009,0.587,1,,,,0.0225,0.2605,0.6961,,0.6048,0.0,0.0,0.0,0.0,0.0,"Brandon Police",#9F81F7,Unused,"Rutland County",0,0,0,0,14,10,9,1,0.000,0.000,0.000,0.000,0.021,0.714,0.643,0.071
"Brandon Police","5 - Hispanic",Brandon," Hispanic",2017,police,"Brandon Police",FALSE,3,682,0,0,0,2,668,404,0.0090000,0.004,0.489,1,,,,0.0225,0.2605,0.6961,,0.6048,0.0,0.0,0.0,0.0,0.0,"Brandon Police",#F7D358,Unused,"Rutland County",0,0,0,0,14,10,9,1,0.000,0.000,0.000,0.000,0.021,0.714,0.643,0.071
"Brandon Police","1 - White",Brandon," White",2018,police,"Brandon Police",TRUE,708,733,9,181,516,442,708,442,0.9570000,0.966,1.009,1,0.0127,0.2556,0.7288,0.0127,0.2556,0.7288,0.6243,0.6243,0.0,0.0,0.0,0.0,0.0,"Brandon Police",#58ACFA,Unused,"Rutland County",6,2,2,0,6,2,2,0,0.008,0.333,0.333,0.000,0.008,0.333,0.333,0.000
"Brandon Police","2 - Black",Brandon," Black",2018,police,"Brandon Police",FALSE,15,733,0,0,0,10,708,442,0.0180000,0.020,1.137,1,,,,0.0127,0.2556,0.7288,,0.6243,0.0,0.0,0.0,0.0,0.0,"Brandon Police",#58FAAC,Unused,"Rutland County",0,0,0,0,6,2,2,0,0.000,0.000,0.000,0.000,0.008,0.333,0.333,0.000
"Brandon Police","3 - Asian",Brandon," Asian",2018,police,"Brandon Police",FALSE,3,733,0,0,0,1,708,442,0.0150000,0.004,0.273,1,,,,0.0127,0.2556,0.7288,,0.6243,0.0,0.0,0.0,0.0,0.0,"Brandon Police",#9F81F7,Unused,"Rutland County",0,0,0,0,6,2,2,0,0.000,0.000,0.000,0.000,0.008,0.333,0.333,0.000
"Brandon Police","5 - Hispanic",Brandon," Hispanic",2018,police,"Brandon Police",FALSE,7,733,0,0,0,6,708,442,0.0090000,0.010,1.061,1,,,,0.0127,0.2556,0.7288,,0.6243,0.0,0.0,0.0,0.0,0.0,"Brandon Police",#F7D358,Unused,"Rutland County",0,0,0,0,6,2,2,0,0.000,0.000,0.000,0.000,0.008,0.333,0.333,0.000
"Brattleboro Police","1 - White",Brattleboro," White",2014,police,"Brattleboro Police",TRUE,1281,1338,0,335,945,714,1281,714,0.9550000,0.957,1.003,1,0.0000,0.2615,0.7377,0.0000,0.2615,0.7377,0.5574,0.5574,0.0,0.0,0.0,0.0,0.0,"Brattleboro Police",#58ACFA,Unused,"Windham County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Brattleboro Police","2 - Black",Brattleboro," Black",2014,police,"Brattleboro Police",TRUE,33,1338,0,8,25,18,1281,714,0.0220000,0.025,1.121,1,0.0000,0.2424,0.7576,0.0000,0.2615,0.7377,0.5455,0.5574,0.0,0.0,0.0,0.0,0.0,"Brattleboro Police",#58FAAC,Unused,"Windham County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Brattleboro Police","3 - Asian",Brattleboro," Asian",2014,police,"Brattleboro Police",FALSE,16,1338,0,0,0,9,1281,714,0.0180000,0.012,0.664,1,,,,0.0000,0.2615,0.7377,,0.5574,0.0,0.0,0.0,0.0,0.0,"Brattleboro Police",#9F81F7,Unused,"Windham County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Brattleboro Police","5 - Hispanic",Brattleboro," Hispanic",2014,police,"Brattleboro Police",FALSE,8,1338,0,0,0,7,1281,714,0.0050000,0.006,1.196,1,,,,0.0000,0.2615,0.7377,,0.5574,0.0,0.0,0.0,0.0,0.0,"Brattleboro Police",#F7D358,Unused,"Windham County",0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
