Agency,"Sorted Race","Driver Area",Race,Year,"Agency Type","Full Agency","Enough Traffic Stops","Traffic Stop Count","Traffic Stop Count All Races","Arrest Counts","Ticket Counts","Warning Counts",MaleStopsForYear,"White Stops","White Male Stops","% of Drivers","Traffic Stop %","Traffic Stop vs Pop Share","100 Percent",Arrests,Tickets,Warnings,"White Arrests","White Tickets","White Warnings","Males as % of Stops","White Male Stop %",StopDisparityDiffZScore,MalesDiffZScore,ArrestDiffZScore,TicketDiffZScore,WarningDiffZScore,"Agencies Included",RaceBarStyle,ToolTip,County,"Stops w/ Search (Any) Count","Stops w/ Search (Any) + Contraband Count","Stops w/ Search (Any) + Contraband + Arrest/Ticket Count","Stops w/ Search (Any) + Contraband + Arrest Count","White Stops w/ Search (Any) Count","White Stops w/ Search (Any) + Contraband Count","White Stops w/ Search (Any) + Contraband + Arrest/Ticket Count","White Stops w/ Search (Any) + Contraband + Arrest Count","Stops w/ Search (Any) Pct","Stops w/ Search (Any) + Contraband Pct","Stops w/ Search (Any) + Contraband + Arrest/Ticket Pct","Stops w/ Search (Any) + Contraband + Arrest Pct","White Stops w/ Search (PC/RS) Pct","White Stops w/ Search (Any) + Contraband Pct","White Stops w/ Search (Any) + Contraband + Arrest/Ticket Pct","White Stops w/ Search (Any) + Contraband + Arrest Pct"
"Manchester Police","1 - White",Manchester," White",2014,police,"Manchester Police",TRUE,314,322,1,43,213,192,314,192,0.9500000,0.975,1.026,1,0.0032,0.1369,0.6783,0.0032,0.1369,0.6783,0.6115,0.6115,0.0,0.0,0.0,0.0,0.0,"Manchester Police",#58ACFA,Unused,"Bennington County",2,2,1,0,2,2,1,0,0.006,1.000,0.500,0.000,0.006,1.000,0.500,0.000
"Manchester Police","2 - Black",Manchester," Black",2014,police,"Manchester Police",FALSE,4,322,0,0,0,3,314,192,0.0160000,0.012,0.776,1,,,,0.0032,0.1369,0.6783,,0.6115,0.0,0.0,0.0,0.0,0.0,"Manchester Police",#58FAAC,Unused,"Bennington County",0,0,0,0,2,2,1,0,0.000,0.000,0.000,0.000,0.006,1.000,0.500,0.000
"Manchester Police","3 - Asian",Manchester," Asian",2014,police,"Manchester Police",FALSE,2,322,0,0,0,2,314,192,0.0260000,0.006,0.239,1,,,,0.0032,0.1369,0.6783,,0.6115,0.0,0.0,0.0,0.0,0.0,"Manchester Police",#9F81F7,Unused,"Bennington County",0,0,0,0,2,2,1,0,0.000,0.000,0.000,0.000,0.006,1.000,0.500,0.000
"Manchester Police","5 - Hispanic",Manchester," Hispanic",2014,police,"Manchester Police",FALSE,2,322,0,0,0,2,314,192,0.0080000,0.006,0.776,1,,,,0.0032,0.1369,0.6783,,0.6115,0.0,0.0,0.0,0.0,0.0,"Manchester Police",#F7D358,Unused,"Bennington County",0,0,0,0,2,2,1,0,0.000,0.000,0.000,0.000,0.006,1.000,0.500,0.000
"Manchester Police","1 - White",Manchester," White",2015,police,"Manchester Police",TRUE,1268,1335,3,161,933,772,1268,772,0.9500000,0.950,1.000,1,0.0024,0.1270,0.7358,0.0024,0.1270,0.7358,0.6088,0.6088,0.0,0.0,0.0,0.0,0.0,"Manchester Police",#58ACFA,Unused,"Bennington County",4,2,1,0,4,2,1,0,0.003,0.500,0.250,0.000,0.003,0.500,0.250,0.000
"Manchester Police","2 - Black",Manchester," Black",2015,police,"Manchester Police",TRUE,35,1335,0,7,24,24,1268,772,0.0160000,0.026,1.639,1,0.0000,0.2000,0.6857,0.0024,0.1270,0.7358,0.6857,0.6088,0.0,0.0,0.0,0.0,0.0,"Manchester Police",#58FAAC,Unused,"Bennington County",0,0,0,0,4,2,1,0,0.000,0.000,0.000,0.000,0.003,0.500,0.250,0.000
"Manchester Police","3 - Asian",Manchester," Asian",2015,police,"Manchester Police",FALSE,18,1335,0,0,0,12,1268,772,0.0260000,0.013,0.519,1,,,,0.0024,0.1270,0.7358,,0.6088,0.0,0.0,0.0,0.0,0.0,"Manchester Police",#9F81F7,Unused,"Bennington County",0,0,0,0,4,2,1,0,0.000,0.000,0.000,0.000,0.003,0.500,0.250,0.000
"Manchester Police","5 - Hispanic",Manchester," Hispanic",2015,police,"Manchester Police",FALSE,14,1335,0,0,0,11,1268,772,0.0080000,0.010,1.311,1,,,,0.0024,0.1270,0.7358,,0.6088,0.0,0.0,0.0,0.0,0.0,"Manchester Police",#F7D358,Unused,"Bennington County",0,0,0,0,4,2,1,0,0.000,0.000,0.000,0.000,0.003,0.500,0.250,0.000
"Manchester Police","1 - White",Manchester," White",2016,police,"Manchester Police",TRUE,878,921,2,123,673,510,878,510,0.9500000,0.953,1.003,1,0.0023,0.1401,0.7665,0.0023,0.1401,0.7665,0.5809,0.5809,0.0,0.0,0.0,0.0,0.0,"Manchester Police",#58ACFA,Unused,"Bennington County",10,8,8,0,10,8,8,0,0.011,0.800,0.800,0.000,0.011,0.800,0.800,0.000
"Manchester Police","2 - Black",Manchester," Black",2016,police,"Manchester Police",TRUE,23,921,0,7,11,14,878,510,0.0160000,0.025,1.561,1,0.0000,0.3043,0.4783,0.0023,0.1401,0.7665,0.6087,0.5809,0.0,0.0,0.0,0.0,0.0,"Manchester Police",#58FAAC,Unused,"Bennington County",1,1,1,0,10,8,8,0,0.043,1.000,1.000,0.000,0.011,0.800,0.800,0.000
"Manchester Police","3 - Asian",Manchester," Asian",2016,police,"Manchester Police",FALSE,14,921,0,0,0,10,878,510,0.0260000,0.015,0.585,1,,,,0.0023,0.1401,0.7665,,0.5809,0.0,0.0,0.0,0.0,0.0,"Manchester Police",#9F81F7,Unused,"Bennington County",0,0,0,0,10,8,8,0,0.000,0.000,0.000,0.000,0.011,0.800,0.800,0.000
"Manchester Police","5 - Hispanic",Manchester," Hispanic",2016,police,"Manchester Police",FALSE,6,921,0,0,0,6,878,510,0.0080000,0.007,0.814,1,,,,0.0023,0.1401,0.7665,,0.5809,0.0,0.0,0.0,0.0,0.0,"Manchester Police",#F7D358,Unused,"Bennington County",0,0,0,0,10,8,8,0,0.000,0.000,0.000,0.000,0.011,0.800,0.800,0.000
"Manchester Police","1 - White",Manchester," White",2018,police,"Manchester Police",TRUE,984,1016,1,188,798,570,984,570,0.9500000,0.969,1.019,1,0.0010,0.1911,0.8110,0.0010,0.1911,0.8110,0.5793,0.5793,0.0,0.0,0.0,0.0,0.0,"Manchester Police",#58ACFA,Unused,"Bennington County",9,3,3,0,9,3,3,0,0.009,0.333,0.333,0.000,0.009,0.333,0.333,0.000
"Manchester Police","2 - Black",Manchester," Black",2018,police,"Manchester Police",FALSE,16,1016,0,0,0,12,984,570,0.0160000,0.016,0.984,1,,,,0.0010,0.1911,0.8110,,0.5793,0.0,0.0,0.0,0.0,0.0,"Manchester Police",#58FAAC,Unused,"Bennington County",0,0,0,0,9,3,3,0,0.000,0.000,0.000,0.000,0.009,0.333,0.333,0.000
"Manchester Police","3 - Asian",Manchester," Asian",2018,police,"Manchester Police",FALSE,10,1016,0,0,0,7,984,570,0.0260000,0.010,0.379,1,,,,0.0010,0.1911,0.8110,,0.5793,0.0,0.0,0.0,0.0,0.0,"Manchester Police",#9F81F7,Unused,"Bennington County",0,0,0,0,9,3,3,0,0.000,0.000,0.000,0.000,0.009,0.333,0.333,0.000
"Manchester Police","5 - Hispanic",Manchester," Hispanic",2018,police,"Manchester Police",FALSE,6,1016,0,0,0,3,984,570,0.0080000,0.006,0.738,1,,,,0.0010,0.1911,0.8110,,0.5793,0.0,0.0,0.0,0.0,0.0,"Manchester Police",#F7D358,Unused,"Bennington County",0,0,0,0,9,3,3,0,0.000,0.000,0.000,0.000,0.009,0.333,0.333,0.000
"Middlebury Police","1 - White",Middlebury," White",2014,police,"Middlebury Police",TRUE,321,342,8,48,266,212,321,212,0.9700000,0.939,0.968,1,0.0249,0.1495,0.8287,0.0249,0.1495,0.8287,0.6604,0.6604,0.0,0.0,0.0,0.0,0.0,"Middlebury Police",#58ACFA,Unused,"Addison County",10,5,4,2,10,5,4,2,0.031,0.500,0.400,0.200,0.031,0.500,0.400,0.200
"Middlebury Police","2 - Black",Middlebury," Black",2014,police,"Middlebury Police",FALSE,11,342,0,0,0,9,321,212,0.0130000,0.032,2.474,1,,,,0.0249,0.1495,0.8287,,0.6604,0.0,0.0,0.0,0.0,0.0,"Middlebury Police",#58FAAC,Unused,"Addison County",0,0,0,0,10,5,4,2,0.000,0.000,0.000,0.000,0.031,0.500,0.400,0.200
"Middlebury Police","3 - Asian",Middlebury," Asian",2014,police,"Middlebury Police",FALSE,7,342,0,0,0,6,321,212,0.0120000,0.020,1.706,1,,,,0.0249,0.1495,0.8287,,0.6604,0.0,0.0,0.0,0.0,0.0,"Middlebury Police",#9F81F7,Unused,"Addison County",0,0,0,0,10,5,4,2,0.000,0.000,0.000,0.000,0.031,0.500,0.400,0.200
"Middlebury Police","5 - Hispanic",Middlebury," Hispanic",2014,police,"Middlebury Police",FALSE,2,342,0,0,0,1,321,212,0.0050000,0.006,1.170,1,,,,0.0249,0.1495,0.8287,,0.6604,0.0,0.0,0.0,0.0,0.0,"Middlebury Police",#F7D358,Unused,"Addison County",0,0,0,0,10,5,4,2,0.000,0.000,0.000,0.000,0.031,0.500,0.400,0.200
"Middlebury Police","1 - White",Middlebury," White",2015,police,"Middlebury Police",TRUE,752,787,20,256,478,447,752,447,0.9700000,0.956,0.985,1,0.0266,0.3404,0.6356,0.0266,0.3404,0.6356,0.5944,0.5944,0.0,0.0,0.0,0.0,0.0,"Middlebury Police",#58ACFA,Unused,"Addison County",21,10,7,0,21,10,7,0,0.028,0.476,0.333,0.000,0.028,0.476,0.333,0.000
"Middlebury Police","2 - Black",Middlebury," Black",2015,police,"Middlebury Police",FALSE,17,787,0,0,0,15,752,447,0.0130000,0.022,1.662,1,,,,0.0266,0.3404,0.6356,,0.5944,0.0,0.0,0.0,0.0,0.0,"Middlebury Police",#58FAAC,Unused,"Addison County",0,0,0,0,21,10,7,0,0.000,0.000,0.000,0.000,0.028,0.476,0.333,0.000
"Middlebury Police","3 - Asian",Middlebury," Asian",2015,police,"Middlebury Police",FALSE,13,787,0,0,0,7,752,447,0.0120000,0.017,1.377,1,,,,0.0266,0.3404,0.6356,,0.5944,0.0,0.0,0.0,0.0,0.0,"Middlebury Police",#9F81F7,Unused,"Addison County",0,0,0,0,21,10,7,0,0.000,0.000,0.000,0.000,0.028,0.476,0.333,0.000
"Middlebury Police","5 - Hispanic",Middlebury," Hispanic",2015,police,"Middlebury Police",FALSE,5,787,0,0,0,3,752,447,0.0050000,0.006,1.271,1,,,,0.0266,0.3404,0.6356,,0.5944,0.0,0.0,0.0,0.0,0.0,"Middlebury Police",#F7D358,Unused,"Addison County",0,0,0,0,21,10,7,0,0.000,0.000,0.000,0.000,0.028,0.476,0.333,0.000
"Middlebury Police","1 - White",Middlebury," White",2016,police,"Middlebury Police",TRUE,129,134,4,116,9,81,129,81,0.9700000,0.963,0.992,1,0.0310,0.8992,0.0698,0.0310,0.8992,0.0698,0.6279,0.6279,0.0,0.0,0.0,0.0,0.0,"Middlebury Police",#58ACFA,Unused,"Addison County",9,8,8,3,9,8,8,3,0.070,0.889,0.889,0.333,0.070,0.889,0.889,0.333
"Middlebury Police","2 - Black",Middlebury," Black",2016,police,"Middlebury Police",FALSE,2,134,0,0,0,2,129,81,0.0130000,0.015,1.148,1,,,,0.0310,0.8992,0.0698,,0.6279,0.0,0.0,0.0,0.0,0.0,"Middlebury Police",#58FAAC,Unused,"Addison County",0,0,0,0,9,8,8,3,0.000,0.000,0.000,0.000,0.070,0.889,0.889,0.333
"Middlebury Police","3 - Asian",Middlebury," Asian",2016,police,"Middlebury Police",FALSE,1,134,0,0,0,1,129,81,0.0120000,0.007,0.622,1,,,,0.0310,0.8992,0.0698,,0.6279,0.0,0.0,0.0,0.0,0.0,"Middlebury Police",#9F81F7,Unused,"Addison County",0,0,0,0,9,8,8,3,0.000,0.000,0.000,0.000,0.070,0.889,0.889,0.333
"Middlebury Police","5 - Hispanic",Middlebury," Hispanic",2016,police,"Middlebury Police",FALSE,2,134,0,0,0,2,129,81,0.0050000,0.015,2.985,1,,,,0.0310,0.8992,0.0698,,0.6279,0.0,0.0,0.0,0.0,0.0,"Middlebury Police",#F7D358,Unused,"Addison County",0,0,0,0,9,8,8,3,0.000,0.000,0.000,0.000,0.070,0.889,0.889,0.333
"Middlebury Police","1 - White",Middlebury," White",2017,police,"Middlebury Police",TRUE,792,833,6,80,706,472,792,472,0.9700000,0.951,0.980,1,0.0076,0.1010,0.8914,0.0076,0.1010,0.8914,0.5960,0.5960,0.0,0.0,0.0,0.0,0.0,"Middlebury Police",#58ACFA,Unused,"Addison County",8,8,5,0,8,8,5,0,0.010,1.000,0.625,0.000,0.010,1.000,0.625,0.000
"Middlebury Police","2 - Black",Middlebury," Black",2017,police,"Middlebury Police",TRUE,23,833,0,1,22,17,792,472,0.0130000,0.028,2.124,1,0.0000,0.0435,0.9565,0.0076,0.1010,0.8914,0.7391,0.5960,0.0,0.0,0.0,0.0,0.0,"Middlebury Police",#58FAAC,Unused,"Addison County",0,0,0,0,8,8,5,0,0.000,0.000,0.000,0.000,0.010,1.000,0.625,0.000
"Middlebury Police","3 - Asian",Middlebury," Asian",2017,police,"Middlebury Police",FALSE,18,833,0,0,0,5,792,472,0.0120000,0.022,1.801,1,,,,0.0076,0.1010,0.8914,,0.5960,0.0,0.0,0.0,0.0,0.0,"Middlebury Police",#9F81F7,Unused,"Addison County",0,0,0,0,8,8,5,0,0.000,0.000,0.000,0.000,0.010,1.000,0.625,0.000
"Middlebury Police","1 - White",Middlebury," White",2018,police,"Middlebury Police",TRUE,1213,1283,9,163,1041,714,1213,714,0.9700000,0.945,0.975,1,0.0074,0.1344,0.8582,0.0074,0.1344,0.8582,0.5886,0.5886,0.0,0.0,0.0,0.0,0.0,"Middlebury Police",#58ACFA,Unused,"Addison County",15,14,13,4,15,14,13,4,0.012,0.933,0.867,0.267,0.012,0.933,0.867,0.267
"Middlebury Police","2 - Black",Middlebury," Black",2018,police,"Middlebury Police",TRUE,34,1283,0,6,28,27,1213,714,0.0130000,0.027,2.038,1,0.0000,0.1765,0.8235,0.0074,0.1344,0.8582,0.7941,0.5886,0.0,0.0,0.0,0.0,0.0,"Middlebury Police",#58FAAC,Unused,"Addison County",0,0,0,0,15,14,13,4,0.000,0.000,0.000,0.000,0.012,0.933,0.867,0.267
"Middlebury Police","3 - Asian",Middlebury," Asian",2018,police,"Middlebury Police",TRUE,23,1283,0,1,22,16,1213,714,0.0120000,0.018,1.494,1,0.0000,0.0435,0.9565,0.0074,0.1344,0.8582,0.6957,0.5886,0.0,0.0,0.0,0.0,0.0,"Middlebury Police",#9F81F7,Unused,"Addison County",0,0,0,0,15,14,13,4,0.000,0.000,0.000,0.000,0.012,0.933,0.867,0.267
"Middlebury Police","5 - Hispanic",Middlebury," Hispanic",2018,police,"Middlebury Police",FALSE,13,1283,0,0,0,12,1213,714,0.0050000,0.010,2.027,1,,,,0.0074,0.1344,0.8582,,0.5886,0.0,0.0,0.0,0.0,0.0,"Middlebury Police",#F7D358,Unused,"Addison County",0,0,0,0,15,14,13,4,0.000,0.000,0.000,0.000,0.012,0.933,0.867,0.267
"Milton Police","1 - White",Milton," White",2014,police,"Milton Police",TRUE,957,977,0,164,803,590,957,590,0.9730000,0.980,1.007,1,0.0000,0.1714,0.8391,0.0000,0.1714,0.8391,0.6165,0.6165,0.0,0.0,0.0,0.0,0.0,"Milton Police",#58ACFA,Unused,"Chittenden County",3,3,3,0,3,3,3,0,0.003,1.000,1.000,0.000,0.003,1.000,1.000,0.000
"Milton Police","2 - Black",Milton," Black",2014,police,"Milton Police",FALSE,11,977,0,0,0,8,957,590,0.0160000,0.011,0.704,1,,,,0.0000,0.1714,0.8391,,0.6165,0.0,0.0,0.0,0.0,0.0,"Milton Police",#58FAAC,Unused,"Chittenden County",0,0,0,0,3,3,3,0,0.000,0.000,0.000,0.000,0.003,1.000,1.000,0.000
"Milton Police","3 - Asian",Milton," Asian",2014,police,"Milton Police",FALSE,6,977,0,0,0,4,957,590,0.0080000,0.006,0.768,1,,,,0.0000,0.1714,0.8391,,0.6165,0.0,0.0,0.0,0.0,0.0,"Milton Police",#9F81F7,Unused,"Chittenden County",0,0,0,0,3,3,3,0,0.000,0.000,0.000,0.000,0.003,1.000,1.000,0.000
"Milton Police","5 - Hispanic",Milton," Hispanic",2014,police,"Milton Police",FALSE,2,977,0,0,0,1,957,590,0.0030000,0.002,0.682,1,,,,0.0000,0.1714,0.8391,,0.6165,0.0,0.0,0.0,0.0,0.0,"Milton Police",#F7D358,Unused,"Chittenden County",0,0,0,0,3,3,3,0,0.000,0.000,0.000,0.000,0.003,1.000,1.000,0.000
"Milton Police","1 - White",Milton," White",2015,police,"Milton Police",TRUE,2968,3073,8,585,2450,1789,2968,1789,0.9730000,0.966,0.993,1,0.0027,0.1971,0.8255,0.0027,0.1971,0.8255,0.6028,0.6028,0.0,0.0,0.0,0.0,0.0,"Milton Police",#58ACFA,Unused,"Chittenden County",22,19,19,1,22,19,19,1,0.007,0.864,0.864,0.045,0.007,0.864,0.864,0.045
"Milton Police","2 - Black",Milton," Black",2015,police,"Milton Police",TRUE,54,3073,0,12,42,43,2968,1789,0.0160000,0.018,1.098,1,0.0000,0.2222,0.7778,0.0027,0.1971,0.8255,0.7963,0.6028,0.0,0.0,0.0,0.0,0.0,"Milton Police",#58FAAC,Unused,"Chittenden County",1,1,1,0,22,19,19,1,0.019,1.000,1.000,0.000,0.007,0.864,0.864,0.045
"Milton Police","3 - Asian",Milton," Asian",2015,police,"Milton Police",TRUE,34,3073,0,5,29,25,2968,1789,0.0080000,0.011,1.383,1,0.0000,0.1471,0.8529,0.0027,0.1971,0.8255,0.7353,0.6028,0.0,0.0,0.0,0.0,0.0,"Milton Police",#9F81F7,Unused,"Chittenden County",0,0,0,0,22,19,19,1,0.000,0.000,0.000,0.000,0.007,0.864,0.864,0.045
"Milton Police","5 - Hispanic",Milton," Hispanic",2015,police,"Milton Police",FALSE,16,3073,0,0,0,7,2968,1789,0.0030000,0.005,1.736,1,,,,0.0027,0.1971,0.8255,,0.6028,0.0,0.0,0.0,0.0,0.0,"Milton Police",#F7D358,Unused,"Chittenden County",0,0,0,0,22,19,19,1,0.000,0.000,0.000,0.000,0.007,0.864,0.864,0.045
"Milton Police","1 - White",Milton," White",2016,police,"Milton Police",TRUE,890,918,1,176,738,547,890,547,0.9730000,0.969,0.996,1,0.0011,0.1978,0.8292,0.0011,0.1978,0.8292,0.6146,0.6146,0.0,0.0,0.0,0.0,0.0,"Milton Police",#58ACFA,Unused,"Chittenden County",1,1,1,0,1,1,1,0,0.001,1.000,1.000,0.000,0.001,1.000,1.000,0.000
"Milton Police","2 - Black",Milton," Black",2016,police,"Milton Police",FALSE,13,918,0,0,0,9,890,547,0.0160000,0.014,0.885,1,,,,0.0011,0.1978,0.8292,,0.6146,0.0,0.0,0.0,0.0,0.0,"Milton Police",#58FAAC,Unused,"Chittenden County",0,0,0,0,1,1,1,0,0.000,0.000,0.000,0.000,0.001,1.000,1.000,0.000
"Milton Police","3 - Asian",Milton," Asian",2016,police,"Milton Police",FALSE,10,918,0,0,0,5,890,547,0.0080000,0.011,1.362,1,,,,0.0011,0.1978,0.8292,,0.6146,0.0,0.0,0.0,0.0,0.0,"Milton Police",#9F81F7,Unused,"Chittenden County",0,0,0,0,1,1,1,0,0.000,0.000,0.000,0.000,0.001,1.000,1.000,0.000
"Milton Police","5 - Hispanic",Milton," Hispanic",2016,police,"Milton Police",FALSE,5,918,0,0,0,3,890,547,0.0030000,0.005,1.816,1,,,,0.0011,0.1978,0.8292,,0.6146,0.0,0.0,0.0,0.0,0.0,"Milton Police",#F7D358,Unused,"Chittenden County",0,0,0,0,1,1,1,0,0.000,0.000,0.000,0.000,0.001,1.000,1.000,0.000
"Milton Police","1 - White",Milton," White",2017,police,"Milton Police",TRUE,2942,3031,42,708,2182,1758,2942,1758,0.9730000,0.971,0.998,1,0.0143,0.2407,0.7417,0.0143,0.2407,0.7417,0.5976,0.5976,0.0,0.0,0.0,0.0,0.0,"Milton Police",#58ACFA,Unused,"Chittenden County",46,35,28,12,46,35,28,12,0.016,0.761,0.609,0.261,0.016,0.761,0.609,0.261
"Milton Police","2 - Black",Milton," Black",2017,police,"Milton Police",TRUE,55,3031,0,14,41,41,2942,1758,0.0160000,0.018,1.134,1,0.0000,0.2545,0.7455,0.0143,0.2407,0.7417,0.7455,0.5976,0.0,0.0,0.0,0.0,0.0,"Milton Police",#58FAAC,Unused,"Chittenden County",0,0,0,0,46,35,28,12,0.000,0.000,0.000,0.000,0.016,0.761,0.609,0.261
"Milton Police","3 - Asian",Milton," Asian",2017,police,"Milton Police",TRUE,23,3031,0,7,16,14,2942,1758,0.0080000,0.008,0.949,1,0.0000,0.3043,0.6957,0.0143,0.2407,0.7417,0.6087,0.5976,0.0,0.0,0.0,0.0,0.0,"Milton Police",#9F81F7,Unused,"Chittenden County",0,0,0,0,46,35,28,12,0.000,0.000,0.000,0.000,0.016,0.761,0.609,0.261
"Milton Police","5 - Hispanic",Milton," Hispanic",2017,police,"Milton Police",FALSE,10,3031,0,0,0,8,2942,1758,0.0030000,0.003,1.100,1,,,,0.0143,0.2407,0.7417,,0.5976,0.0,0.0,0.0,0.0,0.0,"Milton Police",#F7D358,Unused,"Chittenden County",0,0,0,0,46,35,28,12,0.000,0.000,0.000,0.000,0.016,0.761,0.609,0.261
"Milton Police","1 - White",Milton," White",2018,police,"Milton Police",TRUE,3278,3374,65,787,2419,2060,3278,2060,0.9730000,0.972,0.999,1,0.0198,0.2401,0.7379,0.0198,0.2401,0.7379,0.6284,0.6284,0.0,0.0,0.0,0.0,0.0,"Milton Police",#58ACFA,Unused,"Chittenden County",31,20,13,2,31,20,13,2,0.009,0.645,0.419,0.065,0.009,0.645,0.419,0.065
"Milton Police","2 - Black",Milton," Black",2018,police,"Milton Police",TRUE,60,3374,3,10,47,46,3278,2060,0.0160000,0.018,1.111,1,0.0500,0.1667,0.7833,0.0198,0.2401,0.7379,0.7667,0.6284,0.0,0.0,0.0,0.0,0.0,"Milton Police",#58FAAC,Unused,"Chittenden County",2,0,0,0,31,20,13,2,0.033,0.000,0.000,0.000,0.009,0.645,0.419,0.065
"Milton Police","3 - Asian",Milton," Asian",2018,police,"Milton Police",TRUE,30,3374,0,4,25,18,3278,2060,0.0080000,0.009,1.111,1,0.0000,0.1333,0.8333,0.0198,0.2401,0.7379,0.6000,0.6284,0.0,0.0,0.0,0.0,0.0,"Milton Police",#9F81F7,Unused,"Chittenden County",0,0,0,0,31,20,13,2,0.000,0.000,0.000,0.000,0.009,0.645,0.419,0.065
"Milton Police","5 - Hispanic",Milton," Hispanic",2018,police,"Milton Police",FALSE,5,3374,0,0,0,3,3278,2060,0.0030000,0.001,0.494,1,,,,0.0198,0.2401,0.7379,,0.6284,0.0,0.0,0.0,0.0,0.0,"Milton Police",#F7D358,Unused,"Chittenden County",0,0,0,0,31,20,13,2,0.000,0.000,0.000,0.000,0.009,0.645,0.419,0.065
"Milton Police","1 - White",Milton," White",2019,police,"Milton Police",TRUE,3625,3811,130,767,2667,2338,3625,2338,0.9730000,0.951,0.978,1,0.0359,0.2116,0.7357,0.0359,0.2116,0.7357,0.6450,0.6450,0.0,0.0,0.0,0.0,0.0,"Milton Police",#58ACFA,Unused,"Chittenden County",21,6,6,3,21,6,6,3,0.006,0.286,0.286,0.143,0.006,0.286,0.286,0.143
"Milton Police","2 - Black",Milton," Black",2019,police,"Milton Police",TRUE,122,3811,6,22,90,90,3625,2338,0.0160000,0.032,2.001,1,0.0492,0.1803,0.7377,0.0359,0.2116,0.7357,0.7377,0.6450,0.0,0.0,0.0,0.0,0.0,"Milton Police",#58FAAC,Unused,"Chittenden County",4,2,2,1,21,6,6,3,0.033,0.500,0.500,0.250,0.006,0.286,0.286,0.143
"Milton Police","3 - Asian",Milton," Asian",2019,police,"Milton Police",TRUE,42,3811,3,8,30,26,3625,2338,0.0080000,0.011,1.378,1,0.0714,0.1905,0.7143,0.0359,0.2116,0.7357,0.6190,0.6450,0.0,0.0,0.0,0.0,0.0,"Milton Police",#9F81F7,Unused,"Chittenden County",0,0,0,0,21,6,6,3,0.000,0.000,0.000,0.000,0.006,0.286,0.286,0.143
"Milton Police","5 - Hispanic",Milton," Hispanic",2019,police,"Milton Police",FALSE,19,3811,0,0,0,16,3625,2338,0.0030000,0.005,1.662,1,,,,0.0359,0.2116,0.7357,,0.6450,0.0,0.0,0.0,0.0,0.0,"Milton Police",#F7D358,Unused,"Chittenden County",0,0,0,0,21,6,6,3,0.000,0.000,0.000,0.000,0.006,0.286,0.286,0.143
"Montpelier Police","1 - White",Montpelier," White",2014,police,"Montpelier Police",TRUE,571,598,8,136,428,312,571,312,0.9690000,0.955,0.985,1,0.0140,0.2382,0.7496,0.0140,0.2382,0.7496,0.5464,0.5464,0.0,0.0,0.0,0.0,0.0,"Montpelier Police",#58ACFA,Unused,"Washington County",1,1,1,1,1,1,1,1,0.002,1.000,1.000,1.000,0.002,1.000,1.000,1.000
"Montpelier Police","2 - Black",Montpelier," Black",2014,police,"Montpelier Police",FALSE,7,598,0,0,0,7,571,312,0.0140000,0.012,0.836,1,,,,0.0140,0.2382,0.7496,,0.5464,0.0,0.0,0.0,0.0,0.0,"Montpelier Police",#58FAAC,Unused,"Washington County",0,0,0,0,1,1,1,1,0.000,0.000,0.000,0.000,0.002,1.000,1.000,1.000
"Montpelier Police","3 - Asian",Montpelier," Asian",2014,police,"Montpelier Police",FALSE,13,598,0,0,0,8,571,312,0.0090000,0.022,2.415,1,,,,0.0140,0.2382,0.7496,,0.5464,0.0,0.0,0.0,0.0,0.0,"Montpelier Police",#9F81F7,Unused,"Washington County",0,0,0,0,1,1,1,1,0.000,0.000,0.000,0.000,0.002,1.000,1.000,1.000
"Montpelier Police","5 - Hispanic",Montpelier," Hispanic",2014,police,"Montpelier Police",FALSE,7,598,0,0,0,5,571,312,0.0090000,0.012,1.301,1,,,,0.0140,0.2382,0.7496,,0.5464,0.0,0.0,0.0,0.0,0.0,"Montpelier Police",#F7D358,Unused,"Washington County",0,0,0,0,1,1,1,1,0.000,0.000,0.000,0.000,0.002,1.000,1.000,1.000
"Montpelier Police","1 - White",Montpelier," White",2015,police,"Montpelier Police",TRUE,1756,1835,17,324,1401,1033,1756,1033,0.9690000,0.957,0.988,1,0.0097,0.1845,0.7978,0.0097,0.1845,0.7978,0.5883,0.5883,0.0,0.0,0.0,0.0,0.0,"Montpelier Police",#58ACFA,Unused,"Washington County",10,9,5,2,10,9,5,2,0.006,0.900,0.500,0.200,0.006,0.900,0.500,0.200
"Montpelier Police","2 - Black",Montpelier," Black",2015,police,"Montpelier Police",TRUE,40,1835,0,12,28,33,1756,1033,0.0140000,0.022,1.557,1,0.0000,0.3000,0.7000,0.0097,0.1845,0.7978,0.8250,0.5883,0.0,0.0,0.0,0.0,0.0,"Montpelier Police",#58FAAC,Unused,"Washington County",0,0,0,0,10,9,5,2,0.000,0.000,0.000,0.000,0.006,0.900,0.500,0.200
"Montpelier Police","3 - Asian",Montpelier," Asian",2015,police,"Montpelier Police",TRUE,25,1835,0,4,21,12,1756,1033,0.0090000,0.014,1.514,1,0.0000,0.1600,0.8400,0.0097,0.1845,0.7978,0.4800,0.5883,0.0,0.0,0.0,0.0,0.0,"Montpelier Police",#9F81F7,Unused,"Washington County",0,0,0,0,10,9,5,2,0.000,0.000,0.000,0.000,0.006,0.900,0.500,0.200
